Chromosome	Start_Range	End_Range	Count_of_CpG_Islands	Normalized_Amount_GC	N_Percentage
1	8043196	8050203	109	0.439069634703	0.0
1	8053815	8057015	305	0.480787253983	0.0
1	9353588	9371295	1336	0.492771628642	0.0
1	9371971	9379270	78	0.512602739726	0.0
1	9380943	9380980	0	0.552631578947	0.0
1	9800152	9810651	185	0.470095238095	0.0
1	9813043	9831765	1985	0.512257651017	0.0
1	9832679	9858124	829	0.490332468757	0.0
1	10592549	10596266	84	0.482786444325	0.0
1	10597856	10611334	325	0.472661176645	0.0
1	11609540	11620225	117	0.536402769979	0.0
1	11777088	11797653	243	0.501215598561	0.0
1	11802722	11829507	2470	0.537967595012	0.0
1	11829830	11840767	1559	0.544797952094	0.0
1	11849458	11868772	2026	0.523789800673	0.0
1	11868839	11896837	914	0.519839994286	0.0
1	11897945	11928541	814	0.513743177436	0.0
1	11935586	11936632	0	0.553963705826	0.0
1	11937082	11960354	213	0.538091350492	0.0
1	11971974	11990576	1176	0.452292640972	0.0
1	13382062	13382062	0	0.0	0.0
1	13455729	13459451	0	0.461455815203	0.0
1	14046538	14051850	0	0.405232448711	0.0
1	14109086	14109596	0	0.457925636008	0.0
1	14112739	14127889	90	0.430400633622	0.0
1	14138704	14170732	320	0.432295731993	0.0
1	14170734	14214816	558	0.402354649184	0.0
1	14219515	14221417	0	0.421965317919	0.0
1	14230633	14234357	0	0.424966442953	0.0
1	14237544	14245219	7	0.405810317874	0.0
1	14246092	14260046	0	0.43840917234	0.0
1	14270330	14292709	59	0.407774798928	0.0
1	14296026	14350413	96	0.444013385306	0.0
1	14417107	14492599	224	0.404766004795	0.0
1	14493415	14514508	0	0.437422963876	0.0
1	14514510	14572658	322	0.40578513818	0.0
1	15291729	15314162	146	0.486939466881	0.0
1	15315055	15323504	144	0.506390532544	0.0
1	15528831	15579478	1371	0.476326804612	0.0
1	15581896	15586646	31	0.488528730794	0.0
1	15587118	15594075	37	0.48131647025	0.0
1	15611928	15618161	418	0.4746551171	0.0
1	15620551	15642114	1708	0.523465034316	0.0
1	16346288	16360105	262	0.539803155305	0.0
1	16364456	16368743	441	0.548740671642	0.0
1	16369522	16389003	2098	0.562673236834	0.0
1	16407231	16422154	594	0.518895738408	0.0
1	16430348	16437837	0	0.547530040053	0.0
1	17375144	17378276	0	0.483562081072	0.0
1	17379706	17396288	707	0.46173792438	0.0
1	17396290	17406690	0	0.442938179021	0.0
1	17408549	17438002	197	0.458206016161	0.0
1	17440424	17443301	0	0.520500347464	0.0
1	17443303	17450324	13	0.490600968385	0.0
1	17713453	17735187	859	0.47729468599	0.0
1	17736590	17737909	16	0.502272727273	0.0
1	17813811	17863968	111	0.533793213446	0.0
1	17867524	17897636	511	0.54727194235	0.0
1	17897638	17904040	123	0.533343745119	0.0
1	17910126	17932358	469	0.55449107183	0.0
1	17933746	17944600	99	0.524182404422	0.0
1	17944613	17955420	553	0.545336787565	0.0
1	18162608	18174412	0	0.466412537061	0.0
1	18746433	18755583	722	0.495464976505	0.0
1	18800491	18819938	9	0.511209378856	0.0
1	18827572	18857270	222	0.487625845988	0.0
1	18858970	18868707	0	0.4797699733	0.0
1	18868709	18873685	273	0.541490857947	0.0
1	18881700	18897510	1175	0.480741256088	0.0
1	18897512	18916276	5978	0.543884892086	0.0
1	19142429	19143216	0	0.543147208122	0.0
1	19143218	19150678	401	0.572845463075	0.0
1	19153386	19216436	1943	0.530855973736	0.0
1	19253476	19266486	91	0.439090000769	0.0
1	19288034	19298535	203	0.396686345458	0.0
1	19299713	19305988	36	0.52039515615	0.0
1	19309382	19320228	6	0.507237024062	0.0
1	19322454	19324105	14	0.46004842615	0.0
1	19361939	19393539	180	0.449795892535	0.0
1	19713295	19720718	346	0.471174568966	0.0
1	19726015	19763982	1008	0.480825958702	0.0
1	19890368	19910237	248	0.427579265224	0.0
1	19924307	19930589	1799	0.596689479548	0.0
1	19930609	19931288	66	0.519117647059	0.0
1	19945206	19959943	1485	0.527547835527	0.0
1	19962178	19979393	11	0.508306226766	0.0
1	20793519	20816055	731	0.449527443759	0.0
1	20816499	20857162	2299	0.48069545544	0.0
1	20857164	20919865	1703	0.469889317725	0.0
1	20920028	20970060	2038	0.493334399296	0.0
1	20971739	20972869	0	0.429708222812	0.0
1	21067725	21072776	0	0.353127474268	0.0
1	21259852	21300824	119	0.369755692773	0.0
1	21301244	21330668	398	0.395548003398	0.0
1	21330747	21332334	0	0.404911838791	0.0
1	21332956	21358478	432	0.398385769698	0.0
1	21360822	21363897	0	0.412548764629	0.0
1	21364625	21365391	0	0.45371577575	0.0
1	22125014	22125351	0	0.431952662722	0.0
1	22186355	22199224	250	0.565734265734	0.0
1	22200662	22212741	52	0.556953642384	0.0
1	22479400	22488863	151	0.499577345731	0.0
1	22489537	22506014	160	0.505583201845	0.0
1	22936918	22949969	244	0.519460619062	0.0
1	22950900	22984896	468	0.511162749654	0.0
1	23012481	23045672	1662	0.494215473608	0.0
1	23045682	23077875	348	0.492234577872	0.0
1	23096554	23107551	312	0.519639934534	0.0
1	23111024	23118238	22	0.483575883576	0.0
1	23122681	23132910	275	0.540957966764	0.0
1	23290079	23350627	1803	0.451667244711	0.0
1	23354045	23369658	34	0.37011656206	0.0
1	23374820	23383981	0	0.358873608382	0.0
1	23388173	23392096	0	0.373853211009	0.0
1	23392867	23409632	0	0.39246093284	0.0
1	23411374	23441155	89	0.432375260224	0.0
1	23443262	23455571	431	0.414622258327	0.0
1	23457471	23472968	306	0.415343915344	0.0
1	23661872	23670928	485	0.436126752788	0.0
1	23671232	23676987	0	0.342946490618	0.0
1	23684990	23701834	426	0.434847135649	0.0
1	23707264	23714345	100	0.465828861903	0.0
1	23721626	23764802	1703	0.481436876115	0.0
1	23773586	23780247	139	0.496097268088	0.0
1	23781966	23835316	2369	0.479353714082	0.0
1	23839836	23845862	81	0.529782644765	0.0
1	23848613	23848829	0	0.460829493088	0.0
1	23854316	23854603	0	0.461805555556	0.0
1	23867884	23873655	189	0.468121968122	0.0
1	23874902	23882246	674	0.498434309054	0.0
1	23888395	23889781	206	0.507570295602	0.0
1	23890721	23897089	1745	0.534306798556	0.0
1	23897712	23917424	1370	0.464667985593	0.0
1	23917436	23927422	94	0.471613097026	0.0
1	24036603	24040878	19	0.433348924228	0.0
1	24042073	24056891	660	0.450165328295	0.0
1	24056893	24075962	570	0.463607760881	0.0
1	24077747	24081849	292	0.449670972459	0.0
1	24082482	24103657	1335	0.449329429543	0.0
1	24103659	24148077	3798	0.496206578266	0.0
1	24154079	24165155	271	0.452830188679	0.0
1	24199732	24211587	1472	0.460188933873	0.0
1	24212669	24213655	0	0.430597771023	0.0
1	24213657	24229508	102	0.453949028514	0.0
1	24230298	24231269	0	0.450617283951	0.0
1	24245591	24253206	18	0.470982142857	0.0
1	24488653	24495078	22	0.487861811391	0.0
1	24495080	24513155	381	0.486446116397	0.0
1	24513627	24523196	62	0.422361546499	0.0
1	24523198	24568505	1762	0.484219122451	0.0
1	24713377	24728660	166	0.463360376865	0.0
1	24734763	24751453	170	0.399376909712	0.0
1	24870138	24875329	10	0.392912172573	0.0
1	24877150	24884487	46	0.399700190788	0.0
1	24968229	24981180	682	0.434604694256	0.0
1	25442808	25444022	0	0.487242798354	0.0
1	25444024	25445919	0	0.485232067511	0.0
1	25445921	25446168	0	0.588709677419	0.0
1	25446170	25446232	0	0.52380952381	0.0
1	25446234	25448980	132	0.543866035675	0.0
1	25448982	25508773	426	0.471568102756	0.0
1	25509073	25529200	109	0.395816772655	0.0
1	25529585	25565392	659	0.484807864164	0.0
1	25565394	25569517	40	0.453443258972	0.0
1	25569519	25569658	0	0.571428571429	0.0
1	25569660	25570426	0	0.431551499348	0.0
1	25570428	25572995	141	0.47546728972	0.0
1	25572997	25573792	0	0.417085427136	0.0
1	25581617	25581820	0	0.338235294118	0.0
1	25581822	25582527	0	0.43059490085	0.0
1	25583022	25583847	0	0.360774818402	0.0
1	25583849	25584108	0	0.415384615385	0.0
1	25584110	25584382	0	0.446886446886	0.0
1	25584384	25587062	14	0.435237028742	0.0
1	25587064	25589400	10	0.411638853231	0.0
1	25589402	25589791	0	0.389743589744	0.0
1	25589793	25590339	0	0.453382084095	0.0
1	25590341	25593145	610	0.470588235294	0.0
1	25593147	25594223	3	0.463324048282	0.0
1	25594225	25597696	214	0.44297235023	0.0
1	25597698	25598425	0	0.387362637363	0.0
1	25598427	25602720	419	0.472752678156	0.0
1	25607669	25633201	2299	0.459522970274	0.0
1	25635828	25664261	573	0.468418091018	0.0
1	25664294	25715073	2245	0.441532099252	0.0
1	25715873	25726410	86	0.418295691782	0.0
1	26106137	26121909	323	0.529892854879	0.0
1	26219161	26257842	2847	0.487151646761	0.0
1	26257844	26282146	1721	0.469736246554	0.0
1	26282586	26312719	1141	0.459149133869	0.0
1	26316699	26334742	79	0.458379516737	0.0
1	26335298	26344349	87	0.440786566505	0.0
1	26345590	26352549	315	0.440086206897	0.0
1	26370136	26377838	34	0.469038037128	0.0
1	26420322	26426338	22	0.462024264584	0.0
1	26429438	26452484	199	0.480626545754	0.0
1	26456065	26470613	213	0.449927830091	0.0
1	26477281	26479191	0	0.436944008373	0.0
1	26706210	26714968	1021	0.503367964379	0.0
1	27211308	27213208	0	0.504471330878	0.0
1	27282028	27284254	0	0.45442299057	0.0
1	27685344	27685953	0	0.495081967213	0.0
1	27688053	27705278	220	0.489260420295	0.0
1	27705280	27709768	7	0.487190911116	0.0
1	27712436	27767618	5153	0.549082144863	0.0
1	27769528	27780674	368	0.534852426662	0.0
1	27783937	27817459	672	0.488172299615	0.0
1	27935476	27959202	1914	0.570110001264	0.0
1	27961870	27967309	535	0.579963235294	0.0
1	27968424	28001273	2474	0.550441400304	0.0
1	28001722	28002396	0	0.579259259259	0.0
1	28076586	28095146	64	0.433327945693	0.0
1	28096378	28119388	193	0.431706575116	0.0
1	28121861	28131340	718	0.438185654008	0.0
1	28132024	28145524	240	0.437671283609	0.0
1	28149344	28149653	0	0.548387096774	0.0
1	28151153	28155228	36	0.441609421001	0.0
1	28157547	28165700	0	0.416727986264	0.0
1	28183456	28187182	19	0.386101422055	0.0
1	28187184	28208721	32	0.398272820132	0.0
1	28635171	28648637	2305	0.458676765427	0.0
1	28678235	28682053	16	0.45483110762	0.0
1	28683371	28719315	1394	0.457532341077	0.0
1	28719317	28726538	332	0.459014123511	0.0
1	28755416	28757853	285	0.469647251846	0.0
1	28757855	28764551	754	0.453934597581	0.0
1	28764714	28778845	1296	0.465326917634	0.0
1	28848862	28901068	1332	0.430095581052	0.0
1	28901392	28937422	2708	0.47314812245	0.0
1	28938627	28977775	2792	0.478505198089	0.0
1	28983196	29020948	2893	0.48504754589	0.0
1	29163900	29183976	545	0.41734322857	0.0
1	29184319	29235484	2786	0.487413516788	0.0
1	29238880	29245769	45	0.468214804064	0.0
1	29433790	29446527	301	0.403831056681	0.0
1	29457244	29505515	995	0.388941829632	0.0
1	29505517	29508198	13	0.415361670395	0.0
1	29508200	29508870	0	0.394932935917	0.0
1	29541382	29551450	1198	0.544344026219	0.0
1	30799205	30802469	0	0.433690658499	0.0
1	30808737	30813468	2	0.555579036348	0.0
1	30813470	30843411	34	0.485471912364	0.0
1	30844481	30863120	11	0.503111587983	0.0
1	30863398	30864569	0	0.304607508532	0.0
1	31062317	31074493	0	0.462100681613	0.0
1	31077937	31085406	107	0.497590361446	0.0
1	31192549	31203602	52	0.510584403836	0.0
1	31205323	31209532	3	0.488123515439	0.0
1	32059865	32062021	4	0.39592025962	0.0
1	32062617	32070341	755	0.530355987055	0.0
1	32072052	32078399	2	0.52993068683	0.0
1	32090715	32109815	907	0.477095440029	0.0
1	32115937	32179278	1010	0.544835969815	0.0
1	32179280	32183869	100	0.567320261438	0.0
1	32192070	32206911	164	0.561110362485	0.0
1	32241690	32322613	1813	0.463150610449	0.0
1	32322615	32367577	615	0.429931276828	0.0
1	32367778	32400948	2335	0.416568689518	0.0
1	32410006	32411991	37	0.509063444109	0.0
1	32430497	32499517	3284	0.44808101882	0.0
1	32783821	32808105	1737	0.518962322421	0.0
1	32811772	32819981	909	0.534591961023	0.0
1	32830072	32854999	629	0.467065147625	0.0
1	33129612	33144176	895	0.423343631995	0.0
1	33144178	33148848	0	0.397773496039	0.0
1	33150995	33180499	1785	0.491950516862	0.0
1	33182000	33183901	87	0.530494216614	0.0
1	33188338	33225096	3380	0.518403656247	0.0
1	33230557	33254040	648	0.512306251065	0.0
1	34458996	34460476	0	0.499662390277	0.0
1	34467486	34541062	266	0.439403617978	0.0
1	34541496	34564943	295	0.461446605254	0.0
1	34574300	34608857	735	0.406591816656	0.0
1	34615459	34617366	103	0.539832285115	0.0
1	34655839	34711685	633	0.46242412305	0.0
1	34714118	34716611	0	0.409783480353	0.0
1	34718657	34760524	390	0.410122289099	0.0
1	34782366	34786067	0	0.40491626148	0.0
1	34884654	34942252	351	0.443618812827	0.0
1	34942314	34942814	0	0.457085828343	0.0
1	34975327	34990784	30	0.390089274162	0.0
1	35016674	35039199	12	0.411923998935	0.0
1	35041665	35049192	0	0.399442082891	0.0
1	35050886	35114159	632	0.439991149603	0.0
1	35117866	35121929	0	0.463090551181	0.0
1	35122933	35123537	0	0.447933884298	0.0
1	35171096	35187186	0	0.417749052265	0.0
1	35285670	35314895	797	0.451139396428	0.0
1	35315486	35331367	0	0.428031734039	0.0
1	35331513	35349436	70	0.49224503459	0.0
1	35350598	35350725	0	0.46875	0.0
1	35353792	35411252	3207	0.470075355458	0.0
1	35411986	35412081	0	0.427083333333	0.0
1	35413259	35413703	0	0.449438202247	0.0
1	35892217	35902178	0	0.369002208392	0.0
1	35914533	35947158	866	0.432875620671	0.0
1	36510653	36526144	64	0.365349857991	0.0
1	36526998	36544005	67	0.407514111007	0.0
1	36544268	36558891	347	0.386077680525	0.0
1	36632642	36662106	1275	0.511454267775	0.0
1	36849795	36878930	1321	0.534596375618	0.0
1	37043353	37043410	0	0.586206896552	0.0
1	37261404	37261421	0	0.611111111111	0.0
1	37269135	37281056	29	0.420902533132	0.0
1	37443695	37445990	0	0.45775261324	0.0
1	37446509	37453302	0	0.516043567854	0.0
1	37462193	37491774	0	0.517476844027	0.0
1	37701655	37709877	0	0.467834123799	0.0
1	37717168	37723168	0	0.438426928845	0.0
1	37762545	37773653	84	0.46619857773	0.0
1	37775301	37814376	101	0.483954345378	0.0
1	37879933	37887759	0	0.453430433116	0.0
1	37887761	37896975	0	0.479652740098	0.0
1	37897026	37900339	0	0.443270971635	0.0
1	37901027	37938365	115	0.461447815957	0.0
1	37982666	38004128	120	0.484042305363	0.0
1	38006229	38026979	1070	0.54132330972	0.0
1	38061527	38069474	54	0.440488173125	0.0
1	38074623	38118095	2127	0.446138982817	0.0
1	38118255	38130191	270	0.40546200888	0.0
1	38139176	38176364	1251	0.50264863266	0.0
1	38179441	38205733	336	0.505723956947	0.0
1	38207572	38211477	0	0.486943164363	0.0
1	38487291	38517185	642	0.473156046162	0.0
1	38575752	38588884	927	0.510469808878	0.0
1	38624906	38662663	92	0.481990571535	0.0
1	38706617	38709551	0	0.414310051107	0.0
1	38712386	38783040	215	0.465246620904	0.0
1	38785293	38786897	0	0.506542056075	0.0
1	38787849	38806586	32	0.490447219554	0.0
1	38817069	38829408	32	0.453322528363	0.0
1	38829920	38880107	492	0.412648441859	0.0
1	38891227	38912628	140	0.442201663396	0.0
1	38919428	38930210	0	0.441806547343	0.0
1	38930753	38935987	0	0.402483285578	0.0
1	38938873	38942566	0	0.390904168923	0.0
1	38944376	38944741	0	0.281420765027	0.0
1	38965466	38967349	0	0.377388535032	0.0
1	38975207	38999532	203	0.420332154896	0.0
1	38999534	39004112	92	0.487661061367	0.0
1	39005895	39013500	0	0.421640809887	0.0
1	39015694	39021595	0	0.393087089122	0.0
1	39033062	39044569	342	0.452033368092	0.0
1	39044571	39046158	0	0.447103274559	0.0
1	39049335	39051436	0	0.436726926736	0.0
1	39062891	39068617	10	0.44578313253	0.0
1	39070986	39078148	85	0.41490995393	0.0
1	39079875	39095882	23	0.422788605697	0.0
1	39096465	39105538	67	0.434868856072	0.0
1	39112861	39130662	704	0.480620155039	0.0
1	39131643	39138164	0	0.448942042318	0.0
1	39139051	39167526	0	0.443987919652	0.0
1	39169429	39262316	1048	0.433026871071	0.0
1	39262337	39303137	452	0.446606700816	0.0
1	39309532	39322797	85	0.467661691542	0.0
1	39324117	39346219	511	0.453739311406	0.0
1	39352221	39477134	6066	0.434282786557	0.0
1	39477136	39480081	0	0.417175831636	0.0
1	40266409	40267314	0	0.448123620309	0.0
1	40267680	40286618	35	0.426949680553	0.0
1	40287321	40294328	7	0.374714611872	0.0
1	40321929	40323651	0	0.477074869414	0.0
1	40343180	40353419	12	0.52353515625	0.0
1	40360426	40375033	608	0.447494523549	0.0
1	40406102	40431819	237	0.404424916401	0.0
1	40673670	40677586	178	0.365585907582	0.0
1	40678337	40695513	25	0.402806077895	0.0
1	40696118	40752689	2803	0.409601923213	0.0
1	40789879	40817247	571	0.393218604991	0.0
1	40817653	40872992	1488	0.413642934586	0.0
1	40925042	40926545	0	0.442154255319	0.0
1	40930027	40933088	11	0.429131286741	0.0
1	40934298	40940197	0	0.427118644068	0.0
1	40943183	40953597	931	0.423331733077	0.0
1	40956125	40998349	568	0.403765541741	0.0
1	41076833	41098201	1407	0.430904581403	0.0
1	41099327	41105889	8	0.415054091117	0.0
1	41107578	41116333	459	0.402581087254	0.0
1	41174078	41194440	213	0.434022491774	0.0
1	41195765	41278143	2534	0.476881244006	0.0
1	41278839	41280585	0	0.438465941614	0.0
1	41284214	41295072	84	0.407035638641	0.0
1	41295132	41295981	0	0.371764705882	0.0
1	41300199	41328292	392	0.416209866875	0.0
1	41329992	41338393	0	0.405855748631	0.0
1	41524948	41525798	0	0.444183313749	0.0
1	41532314	41541483	354	0.469247546347	0.0
1	41574988	41605766	799	0.462620617954	0.0
1	41609597	41628300	74	0.465408468777	0.0
1	41673723	41678419	83	0.363423461784	0.0
1	41678749	41681491	0	0.369668246445	0.0
1	41682734	41689026	0	0.3659621802	0.0
1	41689078	41699459	14	0.401849354652	0.0
1	41732906	41760793	69	0.380020080321	0.0
1	41761893	41774190	158	0.385997723207	0.0
1	41780064	41796217	0	0.37229169246	0.0
1	41805493	41818933	41	0.38449520125	0.0
1	41818935	41824978	145	0.380211780278	0.0
1	41836286	41880318	387	0.448822474054	0.0
1	41885092	41900361	0	0.414800261952	0.0
1	41900953	41910910	41	0.451998393252	0.0
1	42124433	42151360	853	0.479835115865	0.0
1	42202801	42221170	0	0.481709308655	0.0
1	42223490	42267663	1240	0.479173269344	0.0
1	42267673	42276940	13	0.507660768235	0.0
1	42278597	42299691	0	0.467788575492	0.0
1	42302911	42302950	0	0.5	0.0
1	42303013	42372329	647	0.486027958509	0.0
1	42373902	42389511	15	0.475016015375	0.0
1	42392064	42412294	0	0.463051752261	0.0
1	42414556	42414844	0	0.474048442907	0.0
1	42416626	42489615	42	0.448075078778	0.0
1	42492458	42498971	17	0.446883635247	0.0
1	42527185	42535052	0	0.339984748348	0.0
1	42536233	42542449	41	0.385555734277	0.0
1	42542890	42543566	0	0.314623338257	0.0
1	42568958	42576523	0	0.432725350251	0.0
1	42940840	42949984	121	0.421213778021	0.0
1	42950682	43069448	3948	0.424132966228	0.0
1	43468019	43525951	673	0.417775706419	0.0
1	43620499	43622752	1173	0.612244897959	0.0
1	43623214	43626181	0	0.443059299191	0.0
1	43628539	43629895	0	0.436993367723	0.0
1	43647334	43743455	1600	0.442968311105	0.0
1	43744046	43838793	2630	0.41682146325	0.0
1	43892477	43904010	284	0.524796254552	0.0
1	43906680	43975860	1974	0.489657564938	0.0
1	44000935	44002562	0	0.473587223587	0.0
1	44003360	44021607	1229	0.442130644454	0.0
1	44187433	44201064	614	0.552376760563	0.0
1	44201066	44230031	1261	0.560898985017	0.0
1	44240404	44306636	2496	0.465885585735	0.0
1	44654294	44683065	1637	0.483456137912	0.0
1	44721952	44730914	113	0.405221466027	0.0
1	44853081	44951699	1338	0.482310710918	0.0
1	44953272	44986567	93	0.432964920711	0.0
1	44990063	45001328	9	0.475501508965	0.0
1	45011129	45016434	0	0.45457972107	0.0
1	45020014	45022918	0	0.367641996558	0.0
1	45025833	45034621	5	0.392763681875	0.0
1	45204529	45211578	0	0.458156028369	0.0
1	45266706	45301206	2286	0.522129793339	0.0
1	45302905	45330035	1190	0.46183332719	0.0
1	45330037	45330442	0	0.42118226601	0.0
1	46663917	46727712	34	0.439698413694	0.0
1	47163103	47173128	51	0.453121883104	0.0
1	47191429	47195252	0	0.52039748954	0.0
1	47197410	47200636	712	0.54353889061	0.0
1	47200638	47221618	624	0.527572565655	0.0
1	47221620	47221643	0	0.541666666667	0.0
1	47221645	47247975	274	0.46918081349	0.0
1	47264412	47272171	641	0.474097938144	0.0
1	47272192	47310558	1226	0.465895170329	0.0
1	47311683	47416305	1582	0.40699463789	0.0
1	47855191	47886894	73	0.502081756245	0.0
1	47887588	47904535	1121	0.518468255841	0.0
1	47905130	47905547	67	0.442583732057	0.0
1	47939753	47986910	642	0.390516985453	0.0
1	47990839	48003410	646	0.439945911549	0.0
1	48005351	48008320	53	0.459932659933	0.0
1	48017526	48202314	9999	0.460270903571	0.0
1	48398304	48416025	563	0.466538765376	0.0
1	48432904	48436208	79	0.458698940998	0.0
1	48437313	48451343	4	0.524837859026	0.0
1	48603870	48635802	0	0.45501518805	0.0
1	48669463	48697100	2315	0.475504739851	0.0
1	48699811	48710912	0	0.429292019456	0.0
1	48711499	48713185	0	0.440426793124	0.0
1	50083553	50094139	37	0.35260224804	0.0
1	50275471	50300309	0	0.376585208744	0.0
1	50361406	50369032	0	0.402255146191	0.0
1	50369718	50381854	0	0.344154239104	0.0
1	50381856	50381930	0	0.32	0.0
1	50381932	50395416	0	0.345494994438	0.0
1	50414095	50416428	0	0.345758354756	0.0
1	50428129	50449760	0	0.366771449704	0.0
1	50452032	50517300	306	0.354609385773	0.0
1	50520013	50530296	0	0.356865033061	0.0
1	50530317	50538212	20	0.358662613982	0.0
1	50538215	50538217	0	0.333333333333	0.0
1	50538220	50564285	385	0.386327016036	0.0
1	50564301	50590935	0	0.361704524122	0.0
1	50592889	50633398	287	0.370649222414	0.0
1	50666779	50703549	238	0.355606320198	0.0
1	50748440	50751025	0	0.38128383604	0.0
1	50751027	50827217	904	0.388274205615	0.0
1	50991027	51004569	0	0.447906667651	0.0
1	51009817	51049391	228	0.438635502211	0.0
1	51077657	51124964	868	0.408514416166	0.0
1	51146885	51157652	1454	0.460902674591	0.0
1	51158247	51211373	107	0.390385303142	0.0
1	51227009	51248372	14	0.372589402734	0.0
1	51257061	51313230	211	0.3614206872	0.0
1	51317481	51345223	18	0.383375986735	0.0
1	51345225	51362029	55	0.374174352871	0.0
1	51362095	51383712	102	0.383199185864	0.0
1	51392422	51423696	409	0.384588329337	0.0
1	51430004	51449472	365	0.403256458986	0.0
1	51451784	51472544	189	0.383025865806	0.0
1	51472546	51477391	0	0.397028477095	0.0
1	51478491	51485848	0	0.401739603153	0.0
1	51501533	51509245	0	0.363542071827	0.0
1	51509256	51528768	60	0.370060984984	0.0
1	51532038	51542480	166	0.381403811165	0.0
1	51551042	51555195	182	0.365671641791	0.0
1	51569464	51628628	320	0.365672272458	0.0
1	51630640	51668061	289	0.388728555395	0.0
1	51668741	51680640	233	0.421008403361	0.0
1	51682743	51700112	2949	0.423200921128	0.0
1	51709275	51711491	0	0.299954894001	0.0
1	51711493	51734487	132	0.379647749511	0.0
1	51738123	51766990	307	0.374670915893	0.0
1	51773907	51804577	44	0.399823937922	0.0
1	51804579	51827897	181	0.385865603156	0.0
1	51832480	51840162	0	0.348952232201	0.0
1	52088309	52137526	477	0.382766467553	0.0
1	52151498	52152412	0	0.344262295082	0.0
1	52187875	52204659	132	0.36163240989	0.0
1	52210085	52233034	199	0.38165577342	0.0
1	52241478	52243253	0	0.347972972973	0.0
1	52250789	52263496	1020	0.419420837268	0.0
1	52263899	52282538	3	0.412178111588	0.0
1	52286238	52331529	594	0.431422767818	0.0
1	52331824	52351828	423	0.431342164459	0.0
1	52363129	52391306	0	0.389878628717	0.0
1	52391308	52498848	1437	0.38227280758	0.0
1	52501844	52541914	237	0.397219934616	0.0
1	52543740	52559568	0	0.365152568071	0.0
1	52561587	52590924	733	0.377360419933	0.0
1	52593435	52620367	824	0.402220324509	0.0
1	54106305	54112727	56	0.505682702787	0.0
1	54132603	54145321	22	0.507193961789	0.0
1	54149927	54152948	0	0.40569159497	0.0
1	54156149	54158273	2	0.482352941176	0.0
1	54159482	54215349	1603	0.447107467602	0.0
1	54215351	54272812	2427	0.505116424768	0.0
1	54276606	54283182	114	0.546753839136	0.0
1	55895073	55935092	511	0.368865567216	0.0
1	55936678	55946407	0	0.35878725591	0.0
1	55954521	55965068	0	0.352483883201	0.0
1	56003060	56007027	1478	0.511592741935	0.0
1	56007029	56191923	370	0.423900051381	0.0
1	56191944	56207622	0	0.410038905542	0.0
1	56211749	56235658	113	0.412881639481	0.0
1	56237346	56254429	30	0.381702177476	0.0
1	56255287	56262573	0	0.417867435159	0.0
1	56266009	56300917	29	0.42249849609	0.0
1	56304632	56316258	0	0.434849918294	0.0
1	56349068	56351059	0	0.469879518072	0.0
1	56376590	56421843	0	0.40343395059	0.0
1	56422549	56530355	287	0.393490218631	0.0
1	56530686	56537412	0	0.386353500818	0.0
1	56539796	56579774	0	0.380549788639	0.0
1	56579776	56583287	53	0.459282460137	0.0
1	56593899	56596674	0	0.347982708934	0.0
1	56596714	56616785	215	0.396522518932	0.0
