Chromosome	Start_Range	End_Range	Count_of_CpG_Islands	Normalized_Amount_GC	N_Percentage
1	9379271	9380942	0	0.6004784689	0.0
1	9380981	9800151	18615	0.506588003464	0.0
1	9810652	9813042	21	0.473023839398	0.0
1	9831766	9832678	0	0.493975903614	0.0
1	9858125	10592548	30397	0.452884165006	0.0
1	10596267	10597855	22	0.472624292008	0.0
1	10611335	11609539	37282	0.489553748979	0.0
1	11620226	11777087	4915	0.505508026163	0.0
1	11797654	11802721	473	0.510260457774	0.0
1	11829508	11829829	0	0.493788819876	0.0
1	11840768	11849457	1565	0.554775604143	0.0
1	11868773	11868838	0	0.636363636364	0.0
1	11896838	11897944	0	0.560072267389	0.0
1	11928542	11935585	241	0.573253833049	0.0
1	11936633	11937081	0	0.461024498886	0.0
1	11960355	11971973	91	0.516653756778	0.0
1	11990577	13382061	25881	0.446798923452	0.035932834346
1	13382063	13455728	581	0.457198707681	0.0
1	13459452	14046537	19026	0.449164176969	0.0
1	14051851	14109085	476	0.435450336333	0.0
1	14109597	14112738	0	0.463399108848	0.0
1	14127890	14138703	314	0.419548733124	0.0
1	14170733	14170733	0	0.0	0.0
1	14214817	14219514	0	0.417198808003	0.0
1	14221418	14230632	0	0.402930005426	0.0
1	14234358	14237543	10	0.443816698054	0.0
1	14245220	14246091	0	0.43119266055	0.0
1	14260047	14270329	176	0.442672371876	0.0
1	14292710	14296025	22	0.380579010856	0.0
1	14350414	14417106	145	0.407029223457	0.0
1	14492600	14493414	0	0.381595092025	0.0
1	14514509	14514509	0	1.0	0.0
1	14572659	15291728	13111	0.46537611081	0.0
1	15314163	15315054	0	0.559417040359	0.0
1	15323505	15528830	4910	0.466618937689	0.0
1	15579479	15581895	246	0.504344228382	0.0
1	15586647	15587117	23	0.524416135881	0.0
1	15594076	15611927	407	0.493502128613	0.0
1	15618162	15620550	0	0.450816241105	0.0
1	15642115	16346287	28464	0.485427586687	0.0
1	16360106	16364455	38	0.578620689655	0.0
1	16368744	16369521	0	0.56940874036	0.0
1	16389004	16407230	1116	0.548033137653	0.0
1	16422155	16430347	94	0.485170267301	0.0
1	16437838	17375143	48060	0.454915470508	0.0533443720621
1	17378277	17379705	147	0.532540237929	0.0
1	17396289	17396289	0	0.0	0.0
1	17406691	17408548	0	0.55166846071	0.0
1	17438003	17440423	0	0.549359768691	0.0
1	17443302	17443302	0	0.0	0.0
1	17450325	17713452	7303	0.500281231948	0.0
1	17735188	17736589	4	0.502139800285	0.0
1	17737910	17813810	1390	0.497305700847	0.0
1	17863969	17867523	0	0.529395218003	0.0
1	17897637	17897637	0	1.0	0.0
1	17904041	17910125	19	0.553985209532	0.0
1	17932359	17933745	0	0.547224224946	0.0
1	17944601	17944612	0	0.416666666667	0.0
1	17955421	18162607	1686	0.484890461274	0.0
1	18174413	18746432	5544	0.483691129681	0.0
1	18755584	18800490	429	0.42044670096	0.0
1	18819939	18827571	192	0.497969343639	0.0
1	18857271	18858969	0	0.409652736904	0.0
1	18868708	18868708	0	1.0	0.0
1	18873686	18881699	51	0.456700773646	0.0
1	18897511	18897511	0	0.0	0.0
1	18916277	19142428	4027	0.499796596979	0.0
1	19143217	19143217	0	0.0	0.0
1	19150679	19153385	135	0.573328407832	0.0
1	19216437	19253475	2274	0.487162180404	0.0
1	19266487	19288033	58	0.461502761405	0.0
1	19298536	19299712	0	0.353440951572	0.0
1	19305989	19309381	0	0.548187444739	0.0
1	19320229	19322453	41	0.482247191011	0.0
1	19324106	19361938	472	0.53379324928	0.0
1	19393540	19713294	7679	0.46749855358	0.0
1	19720719	19726014	3	0.44750755287	0.0
1	19763983	19890367	2887	0.44365233216	0.0
1	19910238	19924306	224	0.464354254034	0.0
1	19930590	19930608	0	0.421052631579	0.0
1	19931289	19945205	336	0.533663864339	0.0
1	19959944	19962177	272	0.585944494181	0.0
1	19979394	20793518	11794	0.463772762168	0.0
1	20816056	20816498	0	0.501128668172	0.0
1	20857163	20857163	0	1.0	0.0
1	20919866	20920027	0	0.469135802469	0.0
1	20970061	20971738	12	0.414779499404	0.0
1	20972870	21067724	4352	0.491813821095	0.0
1	21072777	21259851	3767	0.392559134037	0.0
1	21300825	21301243	0	0.355608591885	0.0
1	21330669	21330746	0	0.461538461538	0.0
1	21332335	21332955	0	0.309178743961	0.0
1	21358479	21360821	0	0.339735381989	0.0
1	21363898	21364624	0	0.360385144429	0.0
1	21365392	22125013	25763	0.469476924049	0.0
1	22125352	22186354	2740	0.556530006721	0.0
1	22199225	22200661	37	0.597077244259	0.0
1	22212742	22479399	9822	0.488130864253	0.0
1	22488864	22489536	0	0.586924219911	0.0
1	22506015	22936917	8305	0.481574739559	0.0
1	22949970	22950899	0	0.562365591398	0.0
1	22984897	23012480	498	0.508555684455	0.0
1	23045673	23045681	0	0.333333333333	0.0
1	23077876	23096553	239	0.524788521255	0.0
1	23107552	23111023	541	0.537730414747	0.0
1	23118239	23122680	0	0.51418280054	0.0
1	23132911	23290078	2907	0.497588567647	0.0
1	23350628	23354044	0	0.390108282119	0.0
1	23369659	23374819	255	0.386940515404	0.0
1	23383982	23388172	0	0.35886423288	0.0
1	23392097	23392866	0	0.402597402597	0.0
1	23409633	23411373	0	0.446869615164	0.0
1	23441156	23443261	0	0.435897435897	0.0
1	23455572	23457470	0	0.386519220642	0.0
1	23472969	23661871	6751	0.43452459728	0.0
1	23670929	23671231	0	0.465346534653	0.0
1	23676988	23684989	1919	0.485628592852	0.0
1	23701835	23707263	1000	0.519985264321	0.0
1	23714346	23721625	234	0.481043956044	0.0
1	23764803	23773585	343	0.531025845383	0.0
1	23780248	23781965	0	0.449359720605	0.0
1	23835317	23839835	426	0.463155565391	0.0
1	23845863	23848612	0	0.48	0.0
1	23848830	23854315	47	0.492526430915	0.0
1	23854604	23867883	1047	0.521159638554	0.0
1	23873656	23874901	0	0.451043338684	0.0
1	23882247	23888394	1	0.4619388419	0.0
1	23889782	23890720	0	0.547390841321	0.0
1	23897090	23897711	0	0.435691318328	0.0
1	23917425	23917435	0	0.0909090909091	0.0
1	23927423	24036602	4931	0.479895585272	0.0
1	24040879	24042072	0	0.407035175879	0.0
1	24056892	24056892	0	0.0	0.0
1	24075963	24077746	12	0.448430493274	0.0
1	24081850	24082481	158	0.545886075949	0.0
1	24103658	24103658	0	0.0	0.0
1	24148078	24154078	52	0.493917680387	0.0
1	24165156	24199731	1959	0.440883850069	0.0
1	24211588	24212668	0	0.429232192414	0.0
1	24213656	24213656	0	1.0	0.0
1	24229509	24230297	0	0.451204055767	0.0
1	24231270	24245590	940	0.486977166399	0.0
1	24253207	24488652	6689	0.466701494186	0.0
1	24495079	24495079	0	0.0	0.0
1	24513156	24513626	0	0.488322717622	0.0
1	24523197	24523197	0	0.0	0.0
1	24568506	24713376	2256	0.46744344969	0.0
1	24728661	24734762	0	0.445591609308	0.0
1	24751454	24870137	4120	0.438904991406	0.0
1	24875330	24877149	0	0.4	0.0
1	24884488	24968228	2016	0.455846001361	0.0
1	24981181	25442807	16561	0.473440678297	0.0
1	25444023	25444023	0	1.0	0.0
1	25445920	25445920	0	1.0	0.0
1	25446169	25446169	0	1.0	0.0
1	25446233	25446233	0	0.0	0.0
1	25448981	25448981	0	1.0	0.0
1	25508774	25509072	0	0.454849498328	0.0
1	25529201	25529584	0	0.502604166667	0.0
1	25565393	25565393	0	0.0	0.0
1	25569518	25569518	0	0.0	0.0
1	25569659	25569659	0	1.0	0.0
1	25570427	25570427	0	1.0	0.0
1	25572996	25572996	0	1.0	0.0
1	25573793	25581616	288	0.461400817996	0.0
1	25581821	25581821	0	1.0	0.0
1	25582528	25583021	0	0.289473684211	0.0
1	25583848	25583848	0	0.0	0.0
1	25584109	25584109	0	1.0	0.0
1	25584383	25584383	0	0.0	0.0
1	25587063	25587063	0	1.0	0.0
1	25589401	25589401	0	0.0	0.0
1	25589792	25589792	0	0.0	0.0
1	25590340	25590340	0	0.0	0.0
1	25593146	25593146	0	1.0	0.0
1	25594224	25594224	0	0.0	0.0
1	25597697	25597697	0	1.0	0.0
1	25598426	25598426	0	0.0	0.0
1	25602721	25607668	621	0.404405820534	0.0
1	25633202	25635827	0	0.467250571211	0.0
1	25664262	25664293	0	0.3125	0.0
1	25715074	25715872	0	0.400500625782	0.0
1	25726411	26106136	8939	0.463420993032	0.0
1	26121910	26219160	3916	0.501598955281	0.0
1	26257843	26257843	0	0.0	0.0
1	26282147	26282585	0	0.423690205011	0.0
1	26312720	26316698	0	0.460165870822	0.0
1	26334743	26335297	0	0.463063063063	0.0
1	26344350	26345589	0	0.428225806452	0.0
1	26352550	26370135	749	0.463379961333	0.0
1	26377839	26420321	2545	0.530659322553	0.0
1	26426339	26429437	0	0.464988706034	0.0
1	26452485	26456064	0	0.456983240223	0.0
1	26470614	26477280	0	0.462276886156	0.0
1	26479192	26706209	11186	0.483393387308	0.0
1	26714969	27211307	23086	0.470255208638	0.0
1	27213209	27282027	3520	0.499004635348	0.0
1	27284255	27685343	18756	0.480097933376	0.0
1	27685954	27688052	0	0.510242972844	0.0
1	27705279	27705279	0	0.0	0.0
1	27709769	27712435	266	0.459317585302	0.0
1	27767619	27769527	0	0.492928234678	0.0
1	27780675	27783936	196	0.527590435316	0.0
1	27817460	27935475	5496	0.464513286334	0.0
1	27959203	27961869	131	0.557180352456	0.0
1	27967310	27968423	0	0.510771992819	0.0
1	28001274	28001721	0	0.542410714286	0.0
1	28002397	28076585	4271	0.499103640701	0.0
1	28095147	28096377	0	0.428107229894	0.0
1	28119389	28121860	242	0.518203883495	0.0
1	28131341	28132023	0	0.437774524158	0.0
1	28145525	28149343	0	0.406912804399	0.0
1	28149654	28151152	0	0.41494329553	0.0
1	28155229	28157546	0	0.396462467645	0.0
1	28165701	28183455	551	0.428555336525	0.0
1	28187183	28187183	0	1.0	0.0
1	28208722	28635170	12744	0.442507779359	0.0
1	28648638	28678234	2506	0.480454100078	0.0
1	28682054	28683370	0	0.473804100228	0.0
1	28719316	28719316	0	1.0	0.0
1	28726539	28755415	1915	0.443778785885	0.0
1	28757854	28757854	0	0.0	0.0
1	28764552	28764713	0	0.481481481481	0.0
1	28778846	28848861	1392	0.411805872943	0.0
1	28901069	28901391	0	0.46439628483	0.0
1	28937423	28938626	269	0.582225913621	0.0
1	28977776	28983195	426	0.473985239852	0.0
1	29020949	29163899	9936	0.454428440515	0.0
1	29183977	29184318	0	0.488304093567	0.0
1	29235485	29238879	217	0.479528718704	0.0
1	29245770	29433789	6678	0.4391234975	0.0
1	29446528	29457243	75	0.383818589026	0.0
1	29505516	29505516	0	0.0	0.0
1	29508199	29508199	0	0.0	0.0
1	29508871	29541381	4195	0.482421334318	0.0
1	29551451	30799204	12492	0.472144348966	0.00128390692396
1	30802470	30808736	0	0.530397319292	0.0
1	30813469	30813469	0	1.0	0.0
1	30843412	30844480	0	0.528531337699	0.0
1	30863121	30863397	0	0.350180505415	0.0
1	30864570	31062316	219	0.453291326796	0.0
1	31074494	31077936	0	0.489689224514	0.0
1	31085407	31192548	3149	0.518386813761	0.0
1	31203603	31205322	0	0.533720930233	0.0
1	31209533	32059864	20050	0.458504442971	0.0
1	32062022	32062616	0	0.463865546218	0.0
1	32070342	32072051	38	0.563742690058	0.0
1	32078400	32090714	0	0.4976045473	0.0
1	32109816	32115936	0	0.556771769319	0.0
1	32179279	32179279	0	1.0	0.0
1	32183870	32192069	46	0.591463414634	0.0
1	32206912	32241689	3462	0.550779228248	0.0
1	32322614	32322614	0	0.0	0.0
1	32367578	32367777	0	0.37	0.0
1	32400949	32410005	835	0.453682234736	0.0
1	32411992	32430496	112	0.453174817617	0.0
1	32499518	32783820	14105	0.471299986282	0.0
1	32808106	32811771	0	0.528641571195	0.0
1	32819982	32830071	1241	0.531119920714	0.0
1	32855000	33129611	10584	0.441972674173	0.0
1	33144177	33144177	0	1.0	0.0
1	33148849	33150994	0	0.438956197577	0.0
1	33180500	33181999	286	0.514	0.0
1	33183902	33188337	0	0.550721370604	0.0
1	33225097	33230556	140	0.522161172161	0.0
1	33254041	34458995	29414	0.454499960579	0.0
1	34460477	34467485	0	0.491225567128	0.0
1	34541063	34541495	97	0.434180138568	0.0
1	34564944	34574299	579	0.431701581873	0.0
1	34608858	34615458	0	0.484320557491	0.0
1	34617367	34655838	2184	0.478217924724	0.0
1	34711686	34714117	0	0.466694078947	0.0
1	34716612	34718656	0	0.407334963325	0.0
1	34760525	34782365	0	0.432077285839	0.0
1	34786068	34884653	383	0.413486701966	0.0
1	34942253	34942313	0	0.508196721311	0.0
1	34942815	34975326	0	0.449311023622	0.0
1	34990785	35016673	232	0.392521920507	0.0
1	35039200	35041664	0	0.420283975659	0.0
1	35049193	35050885	0	0.37625516834	0.0
1	35114160	35117865	0	0.428764166217	0.0
1	35121930	35122932	0	0.456630109671	0.0
1	35123538	35171095	182	0.44818957904	0.0
1	35187187	35285669	1941	0.480448402262	0.0
1	35314896	35315485	0	0.377966101695	0.0
1	35331368	35331512	0	0.420689655172	0.0
1	35349437	35350597	0	0.4556416882	0.0
1	35350726	35353791	5	0.474233529028	0.0
1	35411253	35411985	0	0.517053206003	0.0
1	35412082	35413258	0	0.49787595582	0.0
1	35413704	35892216	13616	0.411274092867	0.0
1	35902179	35914532	27	0.364740165129	0.0
1	35947159	36510652	16313	0.427211292401	0.0
1	36526145	36526997	0	0.377491207503	0.0
1	36544006	36544267	0	0.427480916031	0.0
1	36558892	36632641	2699	0.470969491525	0.0
1	36662107	36849794	12102	0.474958441669	0.0
1	36878931	37043352	6488	0.477302307477	0.0
1	37043411	37261403	1836	0.47782268238	0.0
1	37261422	37269134	8	0.476338649034	0.0
1	37281057	37443694	1073	0.483165065975	0.0
1	37445991	37446508	0	0.484555984556	0.0
1	37453303	37462192	18	0.464341957255	0.0
1	37491775	37701654	3898	0.480441204498	0.0
1	37709878	37717167	0	0.402057613169	0.0
1	37723169	37762544	8	0.368143031288	0.0
1	37773654	37775300	0	0.472981177899	0.0
1	37814377	37879932	1505	0.480505216914	0.0
1	37887760	37887760	0	0.0	0.0
1	37896976	37897025	0	0.68	0.0
1	37900340	37901026	0	0.414847161572	0.0
1	37938366	37982665	324	0.479683972912	0.0
1	38004129	38006228	0	0.40619047619	0.0
1	38026980	38061526	2212	0.437172547544	0.0
1	38069475	38074622	24	0.418414918415	0.0
1	38118096	38118254	0	0.383647798742	0.0
1	38130192	38139175	477	0.439559216385	0.0
1	38176365	38179440	0	0.472366710013	0.0
1	38205734	38207571	0	0.505440696409	0.0
1	38211478	38487290	13910	0.464898318788	0.0
1	38517186	38575751	4194	0.480551856026	0.0
1	38588885	38624905	2428	0.514422142639	0.0
1	38662664	38706616	642	0.48615566628	0.0
1	38709552	38712385	0	0.464361326747	0.0
1	38783041	38785292	0	0.490230905861	0.0
1	38786898	38787848	0	0.463722397476	0.0
1	38806587	38817068	178	0.495611524518	0.0
1	38829409	38829919	0	0.452054794521	0.0
1	38880108	38891226	0	0.462001978595	0.0
1	38912629	38919427	0	0.368289454332	0.0
1	38930211	38930752	0	0.370848708487	0.0
1	38935988	38938872	0	0.351473136915	0.0
1	38942567	38944375	0	0.410171365395	0.0
1	38944742	38965465	0	0.353020652384	0.0
1	38967350	38975206	48	0.423825887743	0.0
1	38999533	38999533	0	1.0	0.0
1	39004113	39005894	0	0.495510662177	0.0
1	39013501	39015693	15	0.456452348381	0.0
1	39021596	39033061	725	0.431623931624	0.0
1	39044570	39044570	0	0.0	0.0
1	39046159	39049334	0	0.413413098237	0.0
1	39051437	39062890	0	0.440457482102	0.0
1	39068618	39070985	0	0.409206081081	0.0
1	39078149	39079874	0	0.433951332561	0.0
1	39095883	39096464	0	0.441580756014	0.0
1	39105539	39112860	460	0.48647910407	0.0
1	39130663	39131642	0	0.464285714286	0.0
1	39138165	39139050	0	0.505643340858	0.0
1	39167527	39169428	0	0.419558359621	0.0
1	39262317	39262336	0	0.35	0.0
1	39303138	39309531	0	0.435564591805	0.0
1	39322798	39324116	0	0.387414708112	0.0
1	39346220	39352220	55	0.372937843693	0.0
1	39477135	39477135	0	1.0	0.0
1	39480082	40266408	29689	0.446712372842	0.0
1	40267315	40267679	0	0.457534246575	0.0
1	40286619	40287320	0	0.411680911681	0.0
1	40294329	40321928	1044	0.441231884058	0.0
1	40323652	40343179	1689	0.543476034412	0.0
1	40353420	40360425	1478	0.566657151013	0.0
1	40375034	40406101	780	0.470419724475	0.0
1	40431820	40673669	9397	0.451751085384	0.0
1	40677587	40678336	0	0.338666666667	0.0
1	40695514	40696117	0	0.322847682119	0.0
1	40752690	40789878	897	0.385974347253	0.0
1	40817248	40817652	0	0.422222222222	0.0
1	40872993	40925041	2790	0.47866433553	0.0
1	40926546	40930026	43	0.441539787417	0.0
1	40933089	40934297	0	0.396195202647	0.0
1	40940198	40943182	0	0.430485762144	0.0
1	40953598	40956124	0	0.423031262366	0.0
1	40998350	41076832	2086	0.41165602742	0.0
1	41098202	41099326	0	0.420444444444	0.0
1	41105890	41107577	0	0.376777251185	0.0
1	41116334	41174077	584	0.414017040732	0.0
1	41194441	41195764	0	0.375377643505	0.0
1	41278144	41278838	0	0.388489208633	0.0
1	41280586	41284213	0	0.398566703418	0.0
1	41295073	41295131	0	0.28813559322	0.0
1	41295982	41300198	78	0.384870761205	0.0
1	41328293	41329991	0	0.365509123014	0.0
1	41338394	41524947	7026	0.493535383857	0.0
1	41525799	41532313	168	0.414121258634	0.0
1	41541484	41574987	2319	0.453647325692	0.0
1	41605767	41609596	39	0.555091383812	0.0
1	41628301	41673722	682	0.404363524283	0.0
1	41678420	41678748	0	0.398176291793	0.0
1	41681492	41682733	0	0.3961352657	0.0
1	41689027	41689077	0	0.372549019608	0.0
1	41699460	41732905	143	0.36467739042	0.0
1	41760794	41761892	0	0.342129208371	0.0
1	41774191	41780063	4	0.395368636131	0.0
1	41796218	41805492	0	0.368301886792	0.0
1	41818934	41818934	0	1.0	0.0
1	41824979	41836285	1470	0.446360661537	0.0
1	41880319	41885091	0	0.458830923947	0.0
1	41900362	41900952	0	0.412859560068	0.0
1	41910911	42124432	7781	0.52076601006	0.0
1	42151361	42202800	254	0.467573872473	0.0
1	42221171	42223489	0	0.521776627857	0.0
1	42267664	42267672	0	0.555555555556	0.0
1	42276941	42278596	0	0.535024154589	0.0
1	42299692	42302910	0	0.449207828518	0.0
1	42302951	42303012	0	0.661290322581	0.0
1	42372330	42373901	0	0.495547073791	0.0
1	42389512	42392063	0	0.414968652038	0.0
1	42412295	42414555	0	0.455992923485	0.0
1	42414845	42416625	0	0.439640651319	0.0
1	42489616	42492457	0	0.441238564391	0.0
1	42498972	42527184	521	0.417892460922	0.0
1	42535053	42536232	0	0.367796610169	0.0
1	42542450	42542889	0	0.334090909091	0.0
1	42543567	42568957	224	0.42633216494	0.0
1	42576524	42940839	5702	0.400657670813	0.0
1	42949985	42950681	0	0.390243902439	0.0
1	43069449	43468018	10396	0.416968161176	0.0
1	43525952	43620498	3584	0.484341121347	0.0
1	43622753	43623213	0	0.555314533623	0.0
1	43626182	43628538	0	0.465422146797	0.0
1	43629896	43647333	374	0.471097602936	0.0
1	43743456	43744045	0	0.38813559322	0.0
1	43838794	43892476	588	0.466795819906	0.0
1	43904011	43906679	0	0.508430123642	0.0
1	43975861	44000934	2180	0.494456409029	0.0
1	44002563	44003359	0	0.444165621079	0.0
1	44021608	44187432	3774	0.483431328207	0.0
1	44201065	44201065	0	0.0	0.0
1	44230032	44240403	176	0.54512148091	0.0
1	44306637	44654293	10424	0.467975619648	0.0
1	44683066	44721951	179	0.433086457851	0.0
1	44730915	44853080	2804	0.426305191297	0.0
1	44951700	44953271	0	0.48155216285	0.0
1	44986568	44990062	439	0.487553648069	0.0
1	45001329	45011128	0	0.457857142857	0.0
1	45016435	45020013	0	0.378876781224	0.0
1	45022919	45025832	0	0.404255319149	0.0
1	45034622	45204528	5339	0.445626136651	0.0
1	45211579	45266705	1533	0.495292687794	0.0
1	45301207	45302904	9	0.472909305065	0.0
1	45330036	45330036	0	1.0	0.0
1	45330443	46663916	45169	0.429448193216	0.0
1	46727713	47163102	21505	0.470984634466	0.0
1	47173129	47191428	106	0.53956284153	0.0
1	47195253	47197409	0	0.569309225777	0.0
1	47200637	47200637	0	1.0	0.0
1	47221619	47221619	0	1.0	0.0
1	47221644	47221644	0	0.0	0.0
1	47247976	47264411	196	0.45120467267	0.0
1	47272172	47272191	0	0.5	0.0
1	47310559	47311682	0	0.342526690391	0.0
1	47416306	47855190	1777	0.409362361439	0.0
1	47886895	47887587	0	0.502164502165	0.0
1	47904536	47905129	0	0.441077441077	0.0
1	47905548	47939752	2186	0.437976903961	0.0
1	47986911	47990838	757	0.464867617108	0.0
1	48003411	48005350	5	0.44381443299	0.0
1	48008321	48017525	1467	0.460836501901	0.0
1	48202315	48398303	3709	0.468204848231	0.0
1	48416026	48432903	320	0.419243986254	0.0
1	48436209	48437312	0	0.430253623188	0.0
1	48451344	48603869	489	0.488834690479	0.0
1	48635803	48669462	21	0.453921568627	0.0
1	48697101	48699810	0	0.356457564576	0.0
1	48710913	48711498	0	0.488054607509	0.0
1	48713186	50083552	7739	0.400704336867	0.0
1	50094140	50275470	656	0.369815420419	0.0
1	50300310	50361405	283	0.366406966086	0.0
1	50369033	50369717	0	0.350364963504	0.0
1	50381855	50381855	0	1.0	0.0
1	50381931	50381931	0	1.0	0.0
1	50395417	50414094	11	0.33633151301	0.0
1	50416429	50428128	0	0.351794871795	0.0
1	50449761	50452031	0	0.385733157199	0.0
1	50517301	50520012	0	0.414085545723	0.0
1	50530297	50530316	0	0.6	0.0
1	50538213	50538214	0	0.0	0.0
1	50538218	50538219	0	0.0	0.0
1	50564286	50564300	0	0.466666666667	0.0
1	50590936	50592888	0	0.402969790067	0.0
1	50633399	50666778	103	0.35886758538	0.0
1	50703550	50748439	1007	0.375272889285	0.0
1	50751026	50751026	0	0.0	0.0
1	50827218	50991026	243	0.411863817006	0.0
1	51004570	51009816	11	0.482370878597	0.0
1	51049392	51077656	853	0.458446842385	0.0
1	51124965	51146884	6097	0.488138686131	0.0
1	51157653	51158246	0	0.382154882155	0.0
1	51211374	51227008	0	0.363607291334	0.0
1	51248373	51257060	0	0.3644106814	0.0
1	51313231	51317480	17	0.395764705882	0.0
1	51345224	51345224	0	1.0	0.0
1	51362030	51362094	0	0.446153846154	0.0
1	51383713	51392421	373	0.383626133884	0.0
1	51423697	51430003	0	0.317425083241	0.0
1	51449473	51451783	8	0.44093466032	0.0
1	51472545	51472545	0	0.0	0.0
1	51477392	51478490	0	0.367606915378	0.0
1	51485849	51501532	81	0.361642438154	0.0
1	51509246	51509255	0	0.7	0.0
1	51528769	51532037	0	0.327011318446	0.0
1	51542481	51551041	1	0.346688470973	0.0
1	51555196	51569463	37	0.355270535464	0.0
1	51628629	51630639	0	0.352560914968	0.0
1	51668062	51668740	0	0.340206185567	0.0
1	51680641	51682742	138	0.465271170314	0.0
1	51700113	51709274	1034	0.386160227025	0.0
1	51711492	51711492	0	1.0	0.0
1	51734488	51738122	0	0.39477303989	0.0
1	51766991	51773906	0	0.383892423366	0.0
1	51804578	51804578	0	0.0	0.0
1	51827898	51832479	230	0.381711043213	0.0
1	51840163	52088308	3637	0.432644491549	0.0
1	52137527	52151497	128	0.381146660941	0.0
1	52152413	52187874	2	0.361711127404	0.0
1	52204660	52210084	0	0.361843317972	0.0
1	52233035	52241477	102	0.389198152316	0.0
1	52243254	52250788	0	0.356337093563	0.0
1	52263497	52263898	0	0.460199004975	0.0
1	52282539	52286237	25	0.405244660719	0.0
1	52331530	52331823	0	0.414965986395	0.0
1	52351829	52363128	675	0.407168141593	0.0
1	52391307	52391307	0	1.0	0.0
1	52498849	52501843	0	0.358597662771	0.0
1	52541915	52543739	43	0.385753424658	0.0
1	52559569	52561586	0	0.311694747275	0.0
1	52590925	52593434	0	0.37609561753	0.0
1	52620368	54106304	46181	0.432455750143	0.0
1	54112728	54132602	56	0.449106918239	0.0
1	54145322	54149926	0	0.484690553746	0.0
1	54152949	54156148	250	0.505625	0.0
1	54158274	54159481	0	0.548013245033	0.0
1	54215350	54215350	0	0.0	0.0
1	54272813	54276605	0	0.564724492486	0.0
1	54283183	55895072	37699	0.470209505611	0.0
1	55935093	55936677	0	0.30094637224	0.0
1	55946408	55954520	0	0.330087513867	0.0
1	55965069	56003059	209	0.373878023742	0.0
1	56007028	56007028	0	0.0	0.0
1	56191924	56191943	0	0.55	0.0
1	56207623	56211748	0	0.429714008725	0.0
1	56235659	56237345	0	0.434499110848	0.0
1	56254430	56255286	0	0.306884480747	0.0
1	56262574	56266008	0	0.408733624454	0.0
1	56300918	56304631	0	0.398222940226	0.0
1	56316259	56349067	0	0.41025328416	0.0
1	56351060	56376589	5	0.427732079906	0.0
1	56421844	56422548	0	0.425531914894	0.0
1	56530356	56530685	0	0.336363636364	0.0
1	56537413	56539795	0	0.367184221569	0.0
1	56579775	56579775	0	1.0	0.0
1	56583288	56593898	72	0.424747903119	0.0
1	56596675	56596713	0	0.435897435897	0.0
1	56616786	56630698	0	0.40365126141	0.0
1	56635203	56635204	0	0.5	0.0
1	56635226	56635307	0	0.317073170732	0.0
1	56651236	56783885	412	0.380392009046	0.0
1	56784074	56784074	0	0.0	0.0
1	56798916	56798935	0	0.4	0.0
1	56825698	56885477	0	0.392221478755	0.0
1	56889897	56897249	345	0.424588603291	0.0
1	56919063	56919974	0	0.414473684211	0.0
