chr	start	stop
1	23540946	23548478
1	23557936	23560095
1	23558062	23559049
1	23558885	23559044
1	23722817	23730517
1	23764964	23773446
1	23780248	23781965
1	23835317	23839835
1	23873656	23874901
1	23873718	23874953
1	23897126	23897711
1	23963367	23963470
1	24067815	24068276
1	24144434	24161372
1	24193854	24197214
1	24193857	24197196
1	24193905	24197207
1	24350218	24355015
1	24476588	24479594
1	24477807	24481150
1	24477834	24482804
1	24477910	24481069
1	24533246	24533312
1	24569252	24574377
1	24569305	24574598
1	24569305	24574653
1	24852253	24857543
1	24875330	24877144
1	24875342	24876935
1	24875357	24876924
1	24981193	25396759
1	25209387	25213261
1	25244592	25336558
1	25258734	25338704
1	25259352	25338686
1	25265410	25283709
1	25266637	25292549
1	25266920	25336019
1	25268953	25335217
1	25282958	25287384
1	25283642	25320495
1	25283728	25306152
1	25308798	25329672
1	25319926	25339637
1	25362198	25368744
1	25363083	25427006
1	25369092	25369704
1	25369211	25370661
1	25369294	25417480
1	25370450	25396759
1	25388963	25392130
1	25402602	25402786
1	25404401	25423336
1	25419576	25435599
1	25429724	25443046
1	25573853	25581550
1	25575634	25591203
1	25577112	25587728
1	25818715	25820799
1	25903907	25906862
1	25941916	25942609
1	26011408	26021688
1	26106165	26112471
1	26133079	26138141
1	26133095	26138510
1	26133410	26137959
1	26306505	26307120
1	26473397	26473831
1	26487476	26523804
1	26634605	26637722
1	26712799	27141528
1	27138330	27139627
1	27138377	27139617
1	27156472	27196371
1	27160870	27165126
1	27175561	27189164
1	27244839	27245875
1	27405581	27407324
1	27560514	27628886
1	27594912	27595867
1	27594912	27595867
1	27653140	27653997
1	27668276	27668554
1	27709769	27712435
1	27727436	27727677
1	27767710	27769507
1	27913965	27914471
1	27918590	28002409
1	27958304	28628590
1	28048387	28058068
1	28048488	28048923
1	28056661	28076597
1	28119407	28121827
1	28145525	28149225
1	28224834	28227549
1	28297970	28616833
1	28326586	28328383
1	28326586	28328383
1	28326628	28328383
1	28486389	28489694
1	28502381	28513790
1	28505902	28508929
1	28507478	28508669
1	28508115	28508329
1	28508115	28509025
1	28512348	28519156
1	28574131	28575913
1	28579541	28579935
1	28579555	28579902
1	28630980	28634367
1	28632998	28635137
1	28682054	28683370
1	28682054	28683370
1	28814236	28882444
1	28845782	28852074
1	28858581	28882444
1	28937441	28938576
1	28977915	28979798
1	28977927	28979787
1	28977939	28979697
1	29159499	29160340
1	29236474	29236722
1	29358469	29365116
1	29369941	29369985
1	29393849	29393990
1	29516866	29536758
1	29654773	29664208
1	29671506	29676354
1	29682009	29694563
1	29700159	29701118
1	29727100	29731264
1	29746577	29750480
1	29911764	29969262
1	30006874	30016538
1	30012663	30015714
1	30059081	30059896
1	30090616	30706754
1	30144859	30147019
1	30144953	30148625
1	30215822	30216376
1	30215822	30220966
1	30215822	30220966
1	30265561	30267226
1	30265608	30267211
1	30265773	30267084
1	30266016	30266485
1	30286067	30662031
1	30301110	30301710
1	30474275	30477925
1	30568959	30576779
1	30640633	30643758
1	30651441	30651936
1	30670188	30778851
1	30696672	30699037
1	30696807	30698967
1	30696811	30698943
1	31041533	31042352
1	31074494	31077919
1	31082419	31187629
1	31101798	31102990
1	31101798	31102990
1	31102216	31104480
1	31120401	31130688
1	31122108	31131161
1	31224058	31224923
1	31224058	31224923
1	31224138	31224923
1	31224241	31224923
1	31247158	31249677
1	31337207	31351970
1	31425309	31425812
1	31431718	31432223
1	31435322	31446170
1	31672638	31672914
1	31672708	31672752
1	31691312	31691418
1	31720901	31722111
1	31736335	31736379
1	31741915	31742235
1	31938743	31945974
1	31983157	31986528
1	32042797	32052786
1	32070360	32071996
1	32078995	32082368
1	32078995	32082368
1	32080705	32082303
1	32085440	32087313
1	32108311	32117786
1	32206106	32208017
1	32233365	32235387
1	32408577	32410005
1	32503490	32508355
1	32560763	32562398
1	32584325	32591396
1	32595070	32721948
1	32636448	32637321
1	32646656	32651892
1	32650761	32652211
1	32651129	32651567
1	32760811	32762810
1	32869034	32870795
1	32898685	32901258
1	32952570	32955559
1	33319775	33322333
1	33341157	33343566
1	33349590	33349923
1	33432486	33433504
1	33563138	33564020
1	33563139	33564133
1	33575490	33577231
1	33575490	33577231
1	33575520	33577231
1	33828621	33829246
1	33828621	33829246
1	33941347	33946431
1	34377235	34422551
1	34460495	34466932
1	34561261	34842078
1	34565100	34572099
1	34625148	34638890
1	34635820	34646375
1	34636706	34646369
1	34636833	34643466
1	34636861	34646369
1	34637053	34638890
1	34637053	34648667
1	34716612	34718656
1	34780351	34884665
1	34835556	34836057
1	34883655	34884589
1	35039251	35041546
1	35110235	35111957
1	35111898	35112096
1	35212260	35254302
1	35633058	35635098
1	35808304	35808348
1	36083064	36086758
1	36158528	36166518
1	36176600	36179399
1	36213359	36322037
1	36230566	36257187
1	36319281	36319326
1	36352807	36353928
1	36438592	36464792
1	36716795	36852932
1	36958580	36960410
1	36958587	36960341
1	37056287	37057106
1	37166933	37221851
1	37169903	37221817
1	37170927	37220974
1	37350872	37351121
1	37380585	37381950
1	37453365	37462167
1	37507174	37524736
1	37666639	37667309
1	37681594	37681820
1	37681618	37682232
1	37682096	37682241
1	37694833	37698520
1	37709942	37717167
1	37809566	37809770
1	38005478	38005536
1	38136852	38139124
1	38136888	38138908
1	38136888	38138908
1	38137046	38138475
1	38176518	38179402
1	38176518	38179426
1	38176518	38179426
1	38288547	38288813
1	38440842	38442348
1	38566749	38574683
1	38618549	38620153
1	38618712	38619888
1	38618712	38619903
1	38618719	38619760
1	38662840	38667326
1	38786941	38787848
1	38811517	38812171
1	38829409	38829919
1	38829409	38829919
1	38851918	38859607
1	38894022	39586025
1	38942585	38944286
1	38967473	38974965
1	38967473	38974965
1	39040883	39059057
1	39068618	39070985
1	39068618	39070985
1	39095887	39096443
1	39130663	39131642
1	39205021	39211372
1	39306623	39307153
1	39532592	39535634
1	39533024	39535532
1	39533024	39535532
1	39715831	39846274
1	39720197	39847276
1	39790135	39791291
1	39791232	39791291
1	39809275	39897983
1	39819495	39821568
1	39928682	39951671
1	39970534	40026093
1	40035280	40041199
1	40086685	40087968
1	40109765	40121694
1	40303642	40303814
1	40303770	40304077
1	40304515	40304811
1	40501100	40504899
1	40501360	40504188
1	40501360	40504188
1	40555535	40562809
1	40555979	40562918
1	40556081	40562802
1	40602776	40619056
1	40880750	40915316
1	40880750	40915316
1	40880756	40910828
1	40880776	40915189
1	41105890	41107536
1	41106191	41107473
1	41106191	41107473
1	41242053	41242137
1	41280586	41284146
1	41296304	41300041
1	41296304	41300041
1	41525799	41532313
1	41589143	41595510
1	41606044	41606932
1	41678420	41678748
1	41774209	41780030
1	41900362	41900952
1	42182975	42187179
1	42183267	42187166
1	42183267	42187166
1	42221171	42223489
1	42334916	42335080
1	42372469	42373901
1	42389512	42392063
1	42389512	42392063
1	42409809	42410224
1	42564473	42564600
1	42671335	42672781
1	42808949	42810390
1	42875849	42902479
1	42919595	42920940
1	42950004	42950601
1	43072638	43073372
1	43121354	43140289
1	43171913	43173093
1	43228072	43229863
1	43228145	43229863
1	43228390	43229872
1	43389787	43389955
1	43444575	43598375
1	43543672	43544255
1	43605475	43605629
1	43605475	43605812
1	43605522	43605629
1	43605522	43605812
1	43629896	43641605
1	43629896	43641605
1	43856528	43881927
1	43871638	43872358
1	43985279	43985625
1	43985466	43985618
1	44310702	44311332
1	44310702	44311332
1	44413885	44414059
1	44413885	44418934
1	44555649	44556734
1	44555798	44556525
1	44555798	44556525
1	44689522	44693345
1	44694486	44703696
1	44709427	44710360
1	44724326	44724528
1	44724326	44724801
1	44724536	44724595
1	44791958	44793597
1	45072075	45075385
1	45152425	45157708
1	45168851	45179651
1	45168905	45179779
1	45168905	45179779
1	45169109	45176116
1	45200021	45274797
1	45210139	45449772
1	45211591	45451602
1	45242967	45243628
1	45291597	45300559
1	45301225	45302871
1	45338378	45354200
1	45356956	45357781
1	45385784	45386066
1	45404537	45405516
1	45617349	45622290
1	45624860	45626483
1	45682738	45690997
1	45685375	45690997
1	45723598	46054467
1	45777839	45786229
1	45778613	45785674
1	45778613	45785674
1	45955895	46081029
1	45992108	45996092
1	46008463	46008869
1	46247832	46248322
1	46339980	46344625
1	46542172	46604173
1	46727758	46732479
1	46742320	46744987
1	46814136	46815100
1	46882536	46898449
1	46933889	46933955
1	46947750	46953930
1	46948718	46951213
1	46975347	46978715
1	46983228	47005687
1	47044508	47058074
1	47052857	47067166
1	47099918	47108510
1	47144410	47144455
1	47157754	47159908
1	47160297	47165853
1	47334078	47345426
1	47377683	47378707
1	47418557	47643553
1	47511275	47511936
1	47511275	47511936
1	47566966	47571871
1	47597830	47606857
1	47702886	47851770
1	47746943	47752297
1	47875229	47879273
1	47886895	47887587
1	48003411	48005350
1	48003411	48005350
1	48096394	48116168
1	48200357	48224557
1	48200357	48328208
1	48256448	48257999
1	48256469	48258037
1	48256469	48258037
1	48355622	48355806
1	48600681	48602196
1	48603203	48603837
1	48710913	48711498
1	48710973	48711498
1	48811918	48821939
1	49069402	49071903
1	49096607	49582673
1	49140094	49141319
1	49153586	49154378
1	49153640	49154367
1	49153640	49154367
1	49236333	49462160
1	49372335	49418427
1	49388783	49534602
