chr	VR_start	VR_stop	Overlapping_Gene_Start	Overlapping_Gene_Stop	Overlapping_GeneID	Overlap_Type	Number_of_Overlapping_Genes	Percentage_of_Gene_Overlapping_VR	Percentage_of_VR_Overlapping_Gene
1	5218546	5583684	5564070	5564143	NR_039612	7	1	100.0	0.0202663102717
1	5584586	5585385	-	-	-	-	0	0	0
1	5593289	5593289	-	-	-	-	0	0	0
1	5593290	5593290	-	-	-	-	0	0	0
1	5603163	5603530	-	-	-	-	0	0	0
1	5603774	5603834	-	-	-	-	0	0	0
1	5608114	5611319	-	-	-	-	0	0	0
1	5653646	5658065	-	-	-	-	0	0	0
1	5664605	5677103	-	-	-	-	0	0	0
1	5678909	5686890	-	-	-	-	0	0	0
1	5693290	6630080	6185019,6244191,6464110,6466091,6466091,6466091,6034287,5992297,6045920,6046113,6466091,6466091,6466091,6579990,6264271,6221192,6590723,5862807,6101786,6415233,6466091,6521346,6424787,6555277,6461153,6613695,6026012,6264271,6264271,6264271,6466091,6247345,6206128,6429833,5862671,6236239,6204839,6625149,6624864,6625149	6199619,6245578,6466195,6497424,6490580,6485954,6101193,6101193,6101193,6101193,6497096,6485469,6490594,6589280,6393766,6235984,6602898,5992473,6180134,6419919,6491701,6554598,6460944,6579757,6466195,6624033,6101193,6385823,6360704,6358944,6520061,6260975,6221299,6429896,5862741,6239442,6205780,6633582,6633582,6635586	NM_000983,NM_001024598,NM_001039664,NM_001042663,NM_001042664,NM_001042665,NM_001199860,NM_001199861,NM_001199862,NM_001199863,NM_001265592,NM_001265593,NM_001265594,NM_005341/NM_001278648/NM_001278647,NM_007274,NM_012405,NM_014851,NM_015102/NM_001291593/NM_001291594/NR_111987,NM_015557,NM_019089,NM_020631,NM_024654,NM_031475,NM_138697/NM_177540,NM_148970/NM_148967/NM_148966/NM_148965/NM_003790,NM_153812,NM_172130/NM_003636,NM_181864,NM_181865,NM_181866,NM_198681,NM_207370,NM_207396,NR_036218,NR_039838,NR_103534,NR_125997,NM_001195752,NM_001195753,NM_138350	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9	40	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58.4775907043,59.8348434453,47.2504311171	1.55862039518,0.148165544039,0.222675306098,3.34482648192,2.6142465227,2.12043254091,7.14215565922,11.6244836089,5.90036187406,5.87975960461,3.3098132986,2.06865999851,2.61574098784,0.991791116472,13.8233755698,1.57911591712,1.29975768315,13.841629394,8.36356066995,0.500325579906,2.73391048154,3.54967495383,3.85977647071,2.61328579511,0.538327693507,1.10366250707,8.02549130542,12.9754800969,10.2940893904,10.1062137726,5.76126986838,1.45507531037,1.61957322345,0.00683184064732,0.00757907321812,0.342019022406,0.100556154528,0.526478719884,0.556901760266,0.526478719884
1	6642091	7178603	6634167,6785323,6785323,6724744,6727526,6785323	6701906,6872047,6888201,6730012,6730012,7769706	NM_018198,NM_001195563,NM_001242701/NR_038934,NR_104620,NR_104621,NM_015215	1,7,7,7,7,9	6	88.3023324476,100.0,100.0,100.0,100.0,39.9519902802	11.1490516522,16.1645965048,19.1755263629,0.982084277705,0.463549743529,73.303299833
1	7260425	7260425	6785323	7769706	NM_015215	3	1	0.000101586372798	inf
1	7261551	7271254	6785323	7769706	NM_015215	3	1	0.985794161628	100.010306091
1	7292550	7314290	6785323	7769706	NM_015215	3	1	2.20858933099	100.004599816
1	7337509	7337566	6785323	7769706	NM_015215	3	1	0.00589200962226	101.754385965
1	7340344	7391950	6785323	7769706	NM_015215	3	1	5.24256794097	100.001937759
1	7403341	7409240	6785323	7769706	NM_015215	3	1	0.599359599506	100.016952026
1	7417241	7688940	6785323	7769706	NM_015215	3	1	27.6010174891	100.000368054
1	7702969	7707440	6785323	7769706	NM_015215	3	1	0.454294259151	100.022366361
1	7732018	7732029	6785323	7769706	NM_015215	3	1	0.00121903647357	109.090909091
1	7743061	7744391	6785323	7769706	NM_015215	3	1	0.135211462194	100.07518797
1	7796337	7804880	7784428	7845180	NM_001289864/NM_001289863/NM_016831/NM_001289862/NM_001289861	3	1	14.0635030369	100.01170549
1	7829415	7830304	7784428	7845180	NM_001289864/NM_001289863/NM_016831/NM_001289862/NM_001289861	3	1	1.46494823301	100.112485939
1	7838649	7838649	7784428	7845180	NM_001289864/NM_001289863/NM_016831/NM_001289862/NM_001289861	3	1	0.00164600925057	inf
1	7848692	7849453	7847611,7847611	7853044,7853491	NM_006786,NM_021995	3,3	2	14.022819286,12.9569801054	100.131406045,100.131406045
1	7856617	7856617	-	-	-	-	0	0	0
1	7861408	7899931	-	-	-	-	0	0	0
1	7902863	7903426	-	-	-	-	0	0	0
1	7913135	7913482	-	-	-	-	0	0	0
1	7915221	7918244	7915870	7943165	NM_001561	9	1	8.70090855803	78.5643400595
1	7942010	7942319	7915870	7943165	NM_001561	3	1	1.1356975381	100.323624595
1	7954179	7987433	7961653	7985282	NM_001123377/NM_007262	7	1	100.0	71.0591207073
1	7990350	7990709	-	-	-	-	0	0	0
1	8026829	8027003	-	-	-	-	0	0	0
1	8035351	8043195	-	-	-	-	0	0	0
1	8050204	8053814	-	-	-	-	0	0	0
1	8057016	9353587	8352403,8318084,9041367,8860999,8945833,8945833,9239843,8860999,9036945,9234803,8352403,9104416,9003299,9151667,8878834,8866501,8208671,8424644,9182203,9148010,8494799,9292881	8423687,8344167,9069828,8871576,8974444,8975089,9271335,8879092,9069828,9271335,8817640,9129170,9026345,9151777,8879884,8866590,8215208,8435016,9192085,9182338,8494913,9369531	NM_001042682,NM_001080397,NM_001135585,NM_001201483,NM_001270500,NM_001270502/NM_001270501/NM_001215,NM_001282587,NM_001428,NM_003039,NM_004285,NM_012102/NM_001042681,NM_024980,NM_207420,NR_029610,NR_038351,NR_106786,NR_125998,NR_125999,NR_132738,NR_132742,NR_132752,NM_025106	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9	22	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.1992276683	5.49796347443,2.01176796334,2.1951748111,0.815844253805,2.20674378804,2.25649038888,2.4289452718,1.39552712501,2.53622825129,2.81766289698,35.8821846239,1.90926682766,1.77753474357,0.00856104293556,0.0810599650925,0.00694138616397,0.504253141556,0.800033318654,0.762241327316,2.64767606248,0.00886954898729,4.68211922062
1	9371296	9371970	-	-	-	-	0	0	0
1	9379271	9380942	-	-	-	-	0	0	0
1	9380981	9800151	9588873,9588873,9651731,9539468,9652609,9425093,9425093,9672425,9680844,9729020	9604962,9614877,9729114,9582773,9654586,9428996,9428916,9687574,9687574,9824526	NM_001010866,NM_001130924,NM_005026,NM_032315,NR_027045,NR_104622,NR_104623,NR_126367/NR_126366,NR_126368,NM_001302883/NM_014944/NM_001009566	7,7,7,7,7,7,7,7,7,9	10	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.4783104903	3.83853806332,6.20392680774,18.461244841,10.3313691342,0.471884915428,0.931364362908,0.912279027602,3.61428537348,1.60579239927,16.9697258869
1	9810652	9813042	9729020	9824526	NM_001302883/NM_014944/NM_001009566	3	1	2.50348142021	100.041841004
1	9831766	9832678	-	-	-	-	0	0	0
1	9858125	10592548	9848275,10430746,10430101,9942922,9943427,10449718,10398991,10399117,9922112,10460545,10032982,10210705,9943427,9926297,9997196,10210705,10430101,10227717,10430746,9967380,10298965,10474945	9910258,10452003,10452003,9985498,9981766,10452003,10420511,10420511,9943427,10472556,10181238,10381603,9985498,9943427,10016020,10308597,10442815,10227803,10442815,9967458,10299070,10630761	NM_001012329/NM_020248,NM_001243768/NR_037187,NM_001270517/NM_199006/NM_198544,NM_001297778,NM_001297779,NM_001302,NM_001304451/NM_002631,NM_001304452,NM_001316975,NM_004401/NM_213566,NM_006048/NM_001105562,NM_015074,NM_022787,NM_032368/NM_001316973/NM_001316976/NM_001316974,NM_052960,NM_183416,NM_199294,NR_036176,NR_036462,NR_049882,NR_104084/NR_004394/NR_104080/NR_104088/NR_125730,NM_004565	1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9	22	84.1088022716,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.4757183106	7.09863389355,2.89451719241,2.98234123931,5.79734022491,5.2204247416,0.311264761588,2.93032761774,2.91317129229,2.90241454856,1.63556969213,20.186867786,23.2698322356,5.72857876183,2.33257945353,2.5632367178,13.3292394165,1.73129109519,0.0118460342337,1.64346704828,0.0107567437294,0.0144330991813,16.0131150577
1	10596267	10597855	10474945	10630761	NM_004565	3	1	1.01978603105	100.062972292
1	10611335	11609539	10474945,10636605,10946472,11066612,11054591,11106530,11026522,11012621,11273197,10647205,11479237,11189288,11044797,11143897,11609530	10630761,10796676,10982037,11099910,11060034,11262551,11047239,11025492,11288434,10796676,11537583,11195981,11047239,11149538,11613354	NM_004565,NM_001079843,NM_001170754,NM_002685/NM_001001998,NM_003132,NM_004958,NM_006610,NM_007375,NM_013319,NM_017766,NM_020780,NM_021146,NM_139208,NR_046600,NR_104624	1,7,7,7,7,7,7,7,7,7,7,7,7,7,9	15	12.4678308529,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.261437908497	1.94619536688,16.0360006572,3.56299914647,3.3358912607,0.545379501585,15.6302719685,2.07552764766,1.28951597068,1.52654166884,14.9740934719,5.84519797556,0.670604405512,0.244739552236,0.565215126367,0.00100179923142
1	11620226	11777087	11674479,11674479,11648360,11664092,11736084,11654856,11654374,11691723,11762192,11777076	11691621,11681214,11654831,11674352,11750771,11663327,11663327,11720279,11789585,11779619	NM_001127325,NM_006341,NM_012168,NM_018438,NM_020350/NM_001040197/NM_001040196/NM_001040195/NM_001040194,NM_033182/NM_001014765/NM_183413/NM_001304790/NR_130909,NM_183412/NM_001304791,NM_198545,NM_001010881,NR_126000	7,7,7,7,7,7,7,7,9,9	10	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.3768708476,0.471698113208	10.9287840827,4.29424777351,4.12594590115,6.54146027375,9.36370417121,5.40096008568,5.70823850415,18.2052900339,9.4963056464,0.0076500851072
1	11797654	11802721	11785729	11806103	NM_005957	3	1	24.8736196319	100.019735544
1	11829508	11829829	11806095	11843144	NR_046428/NM_001286/NM_001256959	3	1	0.869095816464	100.31152648
1	11840768	11849457	11840318,11806095,11845709	11847616,11843144,11847783	NR_037806,NR_046428/NM_001286/NM_001256959,NM_006172	1,1,7	3	93.8347718866,6.41565452092,100.0	78.8238002072,27.3564276672,23.8807687881
1	11868773	11868838	-	-	-	-	0	0	0
1	11896838	11897944	-	-	-	-	0	0	0
1	11928542	11935585	11934666	11975542	NM_000302/NM_001316320	9	1	2.25065440223	13.0626153628
1	11936633	11937081	11934666	11975542	NM_000302/NM_001316320	3	1	1.09841720283	100.223214286
1	11960355	11971973	11934666	11975542	NM_000302/NM_001316320	3	1	28.4242972821	100.008607333
1	11990577	13382061	11980180,12879211,12938471,13175280,13281303,12916646,13254197,12644546,12847376,13341891,12892895,12167002,12774847,13315580,13368430,13222694,13223331,12716114,13115487,13061231,13164554,12824759,12063376,13196187,13303538,12794690,13049807,13061309,13164554,13073677,13148904,13073677,13148750,12567909,12567909,12230038,12019241,12791396,12857085,12746185,12507245,12191712,12029157,12578956,12166942,13094514,13127068	12013515,12886201,12947580,13179132,13285137,12920480,13263435,12667086,12848756,13347134,12898270,12209220,12777905,13322595,13371947,13226154,13226109,12728759,13116854,13062237,13165560,12831410,12144207,13201409,13308907,12796628,13053659,13062237,13165482,13077884,13153111,13078038,13153111,12616784,12617731,12512046,12032049,12796628,12861909,12761169,12507397,12191773,12029222,12579023,12167038,13099717,13132274	NM_001127660/NM_014874,NM_001009611,NM_001010889,NM_001010890/NM_001300891,NM_001012276,NM_001012277,NM_001013407,NM_001013630,NM_001013631,NM_001024661,NM_001039361,NM_001066,NM_001080830,NM_001098376,NM_001099790,NM_001099850,NM_001100631,NM_001103170/NR_111984,NM_001136561,NM_001146181,NM_001146181,NM_001146344,NM_001243/NM_001281430,NM_001291380,NM_001291381,NM_001294139,NM_001300891,NM_001302551,NM_001302551,NM_001306072,NM_001306072,NM_001310134,NM_001310134,NM_001319225,NM_004753,NM_015378/NM_018156,NM_021933,NM_023013,NM_023014,NM_152290,NR_003025/NR_003022,NR_039775,NR_106787,NR_106788,NR_107000,NR_111947/NR_111945,NR_111947/NR_111945	1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	47	68.8114950804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	1.64852775885,0.502413250889,0.654696712287,0.276898620466,0.2756050375,0.2756050375,0.663967390211,1.61992520216,0.099246559788,0.376863837457,0.386350112542,3.03409884699,0.219837238517,0.504209893897,0.252823604152,0.248727258093,0.199714836822,0.908813899405,0.0983123054236,0.0723687803812,0.0723687803812,0.478050771694,5.80904990643,0.37535465733,0.38591891822,0.139347631737,0.276898620466,0.0667632541948,0.0667632541948,0.302410951186,0.302410951186,0.313478272118,0.313478272118,3.51250894728,3.58056578444,20.266779927,0.92052801182,0.376073314533,0.346752100635,1.07690781928,0.0109954552118,0.00445567466101,0.00474313754236,0.00488686898304,0.00697097487287,0.373989208643,0.374204805804
1	13382063	13455728	13389631,13410449	13392629,13421328	NM_001099851,NM_001099852	7,7	2	100.0,100.0	4.07113283106,14.7695649223
1	13459452	14046537	13585471,13749380,13474976,13700239,13583756,13704854,13704854	13617957,13788079,13513747,13825079,13617957,13825079,13788079	NM_001006624/NM_001006625,NM_001007257,NM_001010847,NM_001135610,NM_006474/NM_198389,NM_012231,NM_015866	7,7,7,7,7,7,7	7	100.0,100.0,100.0,100.0,100.0,100.0,100.0	5.53361097626,6.59189044176,6.60415442398,21.2645528331,5.82573221935,20.4784656396,14.1761414446
1	14051851	14109085	-	-	-	-	0	0	0
1	14109597	14112738	-	-	-	-	0	0	0
1	14127890	14138703	-	-	-	-	0	0	0
1	14170733	14170733	-	-	-	-	0	0	0
1	14214817	14219514	-	-	-	-	0	0	0
1	14221418	14230632	-	-	-	-	0	0	0
1	14234358	14237543	-	-	-	-	0	0	0
1	14245220	14246091	-	-	-	-	0	0	0
1	14260047	14270329	-	-	-	-	0	0	0
1	14292710	14296025	-	-	-	-	0	0	0
1	14350414	14417106	-	-	-	-	0	0	0
1	14492600	14493414	-	-	-	-	0	0	0
1	14514509	14514509	-	-	-	-	0	0	0
1	14572659	15291728	14945918,14924128,14929799,15152531,15168473,15164195,14598716,15153732,14598716,15111814,15247271	15068155,15068155,15068155,15220478,15171624,15171624,15068155,15220478,15118048,15152464,15398126	NM_001017999,NM_001018000,NM_001018001,NM_001136217/NM_001136216,NM_001278501,NM_001278502,NM_015209,NM_018022/NM_001136218,NM_201628,NR_027136,NM_052929	7,7,7,7,7,7,7,7,7,7,9	11	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.4704884128	16.9994812737,20.0297885182,19.2411298498,9.44944087424,0.438344581674,1.03328053358,65.2844163773,9.28241935058,72.2229716481,5.65328223022,6.18271681855
1	15314163	15315054	15247271	15398126	NM_052929	3	1	0.591292358275	100.112233446
1	15323505	15528830	15247271,15491400,15438441,15476100,15409894,15491400,15456727,15526812	15398126,15524445,15446658,15491400,15430343,15524790,15472091,15571733	NM_052929,NM_001229/NM_001278054/NR_102733/NR_102732,NM_007272,NM_015849,NM_024329,NM_032996,NM_033440,NM_001287811/NM_015291/NR_109898	1,7,7,7,7,7,7,9	8	49.4657156494,100.0,100.0,100.0,100.0,100.0,100.0,4.4944570589	36.3433580908,16.0944843541,4.00243516376,7.45208815293,9.95981979788,16.2625106538,7.48325824912,0.983319128211
1	15579479	15581895	15571698	15585110	NM_024758	3	1	18.0198315067	100.041390728
1	15586647	15587117	-	-	-	-	0	0	0
1	15594076	15611927	-	-	-	-	0	0	0
1	15618162	15620550	15617457	15661057	NM_032341	3	1	5.4792321277	100.041876047
