chr	VR_start	VR_stop	Overlapping_Gene_Start	Overlapping_Gene_Stop	Overlapping_GeneID	Overlap_Type	Number_of_Overlapping_Genes	Percentage_of_Gene_Overlapping_VR	Percentage_of_VR_Overlapping_Gene
1	5593290	5593290	-	-	-	-	0	0	0
1	5603163	5603530	-	-	-	-	0	0	0
1	5603774	5603834	-	-	-	-	0	0	0
1	5608114	5611319	-	-	-	-	0	0	0
1	5653646	5658065	-	-	-	-	0	0	0
1	5664605	5677103	-	-	-	-	0	0	0
1	5678909	5686890	-	-	-	-	0	0	0
1	5693290	6630080	5862671,5862807,5992297,6026012,6034287,6045920,6046113,6101786,6185019,6204839,6206128,6221192,6236239,6244191,6247345,6264271,6264271,6264271,6264271,6415233,6424787,6429833,6461153,6464110,6466091,6466091,6466091,6466091,6466091,6466091,6466091,6466091,6521346,6555277,6579990,6590723,6613695,6624864,6625149,6625149	5862741,5992473,6101193,6101193,6101193,6101193,6101193,6180134,6199619,6205780,6221299,6235984,6239442,6245578,6260975,6358944,6393766,6360704,6385823,6419919,6460944,6429896,6466195,6466195,6497424,6520061,6490580,6485954,6490594,6485469,6491701,6497096,6554598,6579757,6589280,6602898,6624033,6633582,6633582,6635586	NR_039838,NM_015102/NM_001291593/NM_001291594/NR_111987,NM_001199861,NM_172130/NM_003636,NM_001199860,NM_001199862,NM_001199863,NM_015557,NM_000983,NR_125997,NM_207396,NM_012405,NR_103534,NM_001024598,NM_207370,NM_181866,NM_007274,NM_181865,NM_181864,NM_019089,NM_031475,NR_036218,NM_148970/NM_148967/NM_148966/NM_148965/NM_003790,NM_001039664,NM_001042663,NM_198681,NM_001042664,NM_001042665,NM_001265594,NM_001265593,NM_020631,NM_001265592,NM_024654,NM_138697/NM_177540,NM_005341/NM_001278648/NM_001278647,NM_014851,NM_153812,NM_001195753,NM_001195752,NM_138350	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9	40	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.8302362927,58.4726669038,47.245377024	0.007472325708,13.8415226465,11.6243768614,8.02538455791,7.14204891171,5.90025512655,5.8796528571,8.36345392244,1.55851364767,0.100449407018,1.61946647594,1.57900916961,0.341912274896,0.148058796529,1.45496856286,10.1061070251,13.8232688223,10.2939826429,12.9753733494,0.500218832396,3.8596697232,0.0067250931372,0.538220945996,0.222568558588,3.34471973441,5.76116312087,2.61413977519,2.1203257934,2.61563424033,2.068553251,2.73380373403,3.30970655109,3.54956820632,2.6131790476,0.991684368962,1.29965093564,1.10355575956,0.556795012756,0.526371972374,0.526371972374
1	6642091	7178603	6634167,6724744,6727526,6785323,6785323,6785323	6701906,6730012,6730012,6872047,7769706,6888201	NM_018198,NR_104620,NR_104621,NM_001195563,NM_015215,NM_001242701/NR_038934	1,7,7,7,9,7	6	88.3021597603,100.0,100.0,100.0,39.9519292796,100.0	11.148865263,0.981897888584,0.463363354408,16.1644101157,73.3031134439,19.1753399738
1	7260425	7260425	6785323	7769706	NM_015215	3	1	0.0	
1	7261551	7271254	6785323	7769706	NM_015215	3	1	0.985693576586	100.0
1	7292550	7314290	6785323	7769706	NM_015215	3	1	2.20848998814	100.0
1	7337509	7337566	6785323	7769706	NM_015215	3	1	0.00579042913175	100.0
1	7340344	7391950	6785323	7769706	NM_015215	3	1	5.24247168023	100.0
1	7403341	7409240	6785323	7769706	NM_015215	3	1	0.599258621898	100.0
1	7417241	7688940	6785323	7769706	NM_015215	3	1	27.6009439415	100.0
1	7702969	7707440	6785323	7769706	NM_015215	3	1	0.454193134176	100.0
1	7732018	7732029	6785323	7769706	NM_015215	3	1	0.00111745123595	100.0
1	7743061	7744391	6785323	7769706	NM_015215	3	1	0.135110013074	100.0
1	7796337	7804880	7784428	7845180	NM_001289864/NM_001289863/NM_016831/NM_001289862/NM_001289861	3	1	14.0620884909	100.0
1	7829415	7830304	7784428	7845180	NM_001289864/NM_001289863/NM_016831/NM_001289862/NM_001289861	3	1	1.46332631024	100.0
1	7838649	7838649	7784428	7845180	NM_001289864/NM_001289863/NM_016831/NM_001289862/NM_001289861	3	1	0.0	
1	7848692	7849453	7847611,7847611	7853491,7853044	NM_021995,NM_006786	3,3	2	12.9421768707,14.0069942941	100.0,100.0
1	7856617	7856617	-	-	-	-	0	0	0
1	7861408	7899931	-	-	-	-	0	0	0
1	7902863	7903426	-	-	-	-	0	0	0
1	7913135	7913482	-	-	-	-	0	0	0
1	7915221	7918244	7915870	7943165	NM_001561	9	1	8.69756365635	78.5312603374
1	7942010	7942319	7915870	7943165	NM_001561	3	1	1.1320754717	100.0
1	7954179	7987433	7961653	7985282	NM_001123377/NM_007262	7	1	100.0	71.0561135502
1	7990350	7990709	-	-	-	-	0	0	0
1	8026829	8027003	-	-	-	-	0	0	0
1	8035351	8043195	-	-	-	-	0	0	0
1	8050204	8053814	-	-	-	-	0	0	0
1	8057016	9353587	8208671,8318084,8352403,8352403,8424644,8494799,8860999,8860999,8866501,8878834,8945833,8945833,9003299,9036945,9041367,9104416,9148010,9151667,9182203,9234803,9239843,9292881	8215208,8344167,8817640,8423687,8435016,8494913,8879092,8871576,8866590,8879884,8975089,8974444,9026345,9069828,9069828,9129170,9182338,9151777,9192085,9271335,9271335,9369531	NR_125998,NM_001080397,NM_012102/NM_001042681,NM_001042682,NR_125999,NR_132752,NM_001428,NM_001201483,NR_106786,NR_038351,NM_001270502/NM_001270501/NM_001215,NM_001270500,NM_207420,NM_003039,NM_001135585,NM_024980,NR_132742,NR_029610,NR_132738,NM_004285,NM_001282587,NM_025106	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9	22	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.1989562948	0.504176015043,2.01169083683,35.8821074974,5.49788634791,0.799956192141,0.00879242247436,1.3954499985,0.815767127292,0.00686425965103,0.0809828385796,2.25641326237,2.20666666152,1.77745761705,2.53615112477,2.19509768458,1.90918970114,2.64759893596,0.00848391642263,0.762164200804,2.81758577047,2.42886814528,4.68204209411
1	9371296	9371970	-	-	-	-	0	0	0
1	9379271	9380942	-	-	-	-	0	0	0
1	9380981	9800151	9425093,9425093,9539468,9588873,9588873,9651731,9652609,9672425,9680844,9729020	9428996,9428916,9582773,9604962,9614877,9729114,9654586,9687574,9687574,9824526	NR_104622,NR_104623,NM_032315,NM_001010866,NM_001130924,NM_005026,NR_027045,NR_126367/NR_126366,NR_126368,NM_001302883/NM_014944/NM_001009566	7,7,7,7,7,7,7,7,7,9	10	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.4780432643	0.931125796216,0.912040460911,10.3311305676,3.83829949662,6.20368824105,18.4610062743,0.471646348737,3.61404680678,1.60555383257,16.9694873202
1	9810652	9813042	9729020	9824526	NM_001302883/NM_014944/NM_001009566	3	1	2.50246057839	100.0
1	9831766	9832678	-	-	-	-	0	0	0
1	9858125	10592548	9848275,9922112,9926297,9942922,9943427,9943427,9967380,9997196,10032982,10210705,10210705,10227717,10298965,10398991,10399117,10430101,10430101,10430746,10430746,10449718,10460545,10474945	9910258,9943427,9943427,9985498,9981766,9985498,9967458,10016020,10181238,10308597,10381603,10227803,10299070,10420511,10420511,10442815,10452003,10452003,10442815,10452003,10472556,10630761	NM_001012329/NM_020248,NM_001316975,NM_032368/NM_001316973/NM_001316976/NM_001316974,NM_001297778,NM_001297779,NM_022787,NR_049882,NM_052960,NM_006048/NM_001105562,NM_183416,NM_015074,NR_036176,NR_104084/NR_004394/NR_104080/NR_104088/NR_125730,NM_001304451/NM_002631,NM_001304452,NM_199294,NM_001270517/NM_199006/NM_198544,NM_001243768/NR_037187,NR_036462,NM_001302,NM_004401/NM_213566,NM_004565	1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9	22	84.1085458916,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.475560918	7.09849773223,2.90227838725,2.33244329222,5.7972040636,5.22028858029,5.72844260052,0.0106205824164,2.56310055649,20.1867316247,13.3291032552,23.2696960743,0.0117098729206,0.0142969378682,2.93019145642,2.91303513098,1.73115493387,2.982205078,2.8943810311,1.64333088697,0.311128600275,1.63543353081,16.0129788964
1	10596267	10597855	10474945	10630761	NM_004565	3	1	1.01915079324	100.0
1	10611335	11609539	10474945,10636605,10647205,10946472,11012621,11026522,11044797,11054591,11066612,11106530,11143897,11189288,11273197,11479237,11609530	10630761,10796676,10796676,10982037,11025492,11047239,11047239,11060034,11099910,11262551,11149538,11195981,11288434,11537583,11613354	NM_004565,NM_001079843,NM_017766,NM_001170754,NM_007375,NM_006610,NM_139208,NM_003132,NM_002685/NM_001001998,NM_004958,NR_046600,NM_021146,NM_013319,NM_020780,NR_104624	1,7,7,7,7,7,7,7,7,7,7,7,7,7,9	15	12.4672690866,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.235355648536	1.94609518696,16.0359004773,14.973993292,3.56289896654,1.28941579076,2.07542746773,0.244639372313,0.545279321662,3.33579108078,15.6301717885,0.565114946444,0.670504225589,1.52644148891,5.84509779564,0.000901619308278
1	11620226	11777087	11648360,11654374,11654856,11664092,11674479,11674479,11691723,11736084,11762192,11777076	11654831,11663327,11663327,11674352,11691621,11681214,11720279,11750771,11789585,11779619	NM_012168,NM_183412/NM_001304791,NM_033182/NM_001014765/NM_183413/NM_001304790/NR_130909,NM_018438,NM_001127325,NM_006341,NM_198545,NM_020350/NM_001040197/NM_001040196/NM_001040195/NM_001040194,NM_001010881,NR_126000	7,7,7,7,7,7,7,7,9,9	10	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.3752053444,0.432559968541	4.12530839406,5.70760099706,5.40032257859,6.54082276665,10.9281465756,4.29361026641,18.2046525268,9.36306666412,9.49566813931,0.00701257801493
1	11797654	11802721	11785729	11806103	NM_005957	3	1	24.8699322666	100.0
1	11829508	11829829	11806095	11843144	NR_046428/NM_001286/NM_001256959	3	1	0.866420146293	100.0
1	11840768	11849457	11806095,11840318,11845709	11843144,11847616,11847783	NR_046428/NM_001286/NM_001256959,NR_037806,NM_006172	1,1,7	3	6.41312855948,93.8339271033,100.0	27.3449188629,78.8122914029,23.8692599839
1	11868773	11868838	-	-	-	-	0	0	0
1	11896838	11897944	-	-	-	-	0	0	0
1	11928542	11935585	11934666	11975542	NM_000302/NM_001316320	9	1	2.24826303944	13.0484168678
1	11936633	11937081	11934666	11975542	NM_000302/NM_001316320	3	1	1.09599765143	100.0
1	11960355	11971973	11934666	11975542	NM_000302/NM_001316320	3	1	28.4225462374	100.0
1	11990577	13382061	11980180,12019241,12029157,12063376,12166942,12167002,12191712,12230038,12507245,12567909,12567909,12578956,12644546,12716114,12746185,12774847,12791396,12794690,12824759,12847376,12857085,12879211,12892895,12916646,12938471,13049807,13061231,13061309,13073677,13073677,13094514,13115487,13127068,13148750,13148904,13164554,13164554,13175280,13196187,13222694,13223331,13254197,13281303,13303538,13315580,13341891,13368430	12013515,12032049,12029222,12144207,12167038,12209220,12191773,12512046,12507397,12617731,12616784,12579023,12667086,12728759,12761169,12777905,12796628,12796628,12831410,12848756,12861909,12886201,12898270,12920480,12947580,13053659,13062237,13062237,13077884,13078038,13099717,13116854,13132274,13153111,13153111,13165560,13165482,13179132,13201409,13226154,13226109,13263435,13285137,13308907,13322595,13347134,13371947	NM_001127660/NM_014874,NM_021933,NR_106787,NM_001243/NM_001281430,NR_107000,NM_001066,NR_039775,NM_015378/NM_018156,NR_003025/NR_003022,NM_004753,NM_001319225,NR_106788,NM_001013630,NM_001103170/NR_111984,NM_152290,NM_001080830,NM_023013,NM_001294139,NM_001146344,NM_001013631,NM_023014,NM_001009611,NM_001039361,NM_001012277,NM_001010889,NM_001300891,NM_001146181,NM_001302551,NM_001306072,NM_001310134,NR_111947/NR_111945,NM_001136561,NR_111947/NR_111945,NM_001310134,NM_001306072,NM_001146181,NM_001302551,NM_001010890/NM_001300891,NM_001291380,NM_001099850,NM_001100631,NM_001013407,NM_001012276,NM_001291381,NM_001098376,NM_001024661,NM_001099790	1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	47	68.810559472,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	1.64845589313,0.9204561461,0.00467127182203,5.80897804071,0.00689910915253,3.03402698127,0.00438380894067,20.2667080613,0.0109235894915,3.58049391872,3.51243708156,0.0048150032627,1.61985333644,0.908742033685,1.07683595356,0.219765372796,0.376001448813,0.139275766017,0.477978905974,0.0991746940676,0.346680234915,0.502341385169,0.386278246821,0.275533171779,0.654624846567,0.276826754745,0.0722969146609,0.0666913884745,0.302339085466,0.313406406398,0.373917342923,0.0982404397032,0.374132940084,0.313406406398,0.302339085466,0.0722969146609,0.0666913884745,0.276826754745,0.37528279161,0.248655392372,0.199642971101,0.66389552449,0.275533171779,0.385847052499,0.504138028177,0.376791971737,0.252751738432
1	13382063	13455728	13389631,13410449	13392629,13421328	NM_001099851,NM_001099852	7,7	2	100.0,100.0	4.06977533428,14.7682074255
1	13459452	14046537	13474976,13583756,13585471,13700239,13704854,13704854,13749380	13513747,13617957,13617957,13825079,13788079,13825079,13788079	NM_001010847,NM_006474/NM_198389,NM_001006624/NM_001006625,NM_001135610,NM_015866,NM_012231,NM_001007257	7,7,7,7,7,7,7	7	100.0,100.0,100.0,100.0,100.0,100.0,100.0	6.60398409089,5.82556188627,5.53344064318,21.2643825,14.1759711115,20.4782953065,6.59172010867
1	14051851	14109085	-	-	-	-	0	0	0
1	14109597	14112738	-	-	-	-	0	0	0
1	14127890	14138703	-	-	-	-	0	0	0
1	14170733	14170733	-	-	-	-	0	0	0
1	14214817	14219514	-	-	-	-	0	0	0
1	14221418	14230632	-	-	-	-	0	0	0
1	14234358	14237543	-	-	-	-	0	0	0
1	14245220	14246091	-	-	-	-	0	0	0
1	14260047	14270329	-	-	-	-	0	0	0
1	14292710	14296025	-	-	-	-	0	0	0
1	14350414	14417106	-	-	-	-	0	0	0
1	14492600	14493414	-	-	-	-	0	0	0
1	14514509	14514509	-	-	-	-	0	0	0
1	14572659	15291728	14598716,14598716,14924128,14929799,14945918,15111814,15152531,15153732,15164195,15168473,15247271	15068155,15118048,15068155,15068155,15068155,15152464,15220478,15220478,15171624,15171624,15398126	NM_015209,NM_201628,NM_001018000,NM_001018001,NM_001017999,NR_027136,NM_001136217/NM_001136216,NM_018022/NM_001136218,NM_001278502,NM_001278501,NM_052929	7,7,7,7,7,7,7,7,7,7,9	11	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.470020881	65.2842773086,72.2228325793,20.0296494495,19.2409907811,16.999342205,5.6531431615,9.44930180553,9.28228028186,1.03314146487,0.438205512962,6.18257774984
1	15314163	15315054	15247271	15398126	NM_052929	3	1	0.590633389679	100.0
1	15323505	15528830	15247271,15409894,15438441,15456727,15476100,15491400,15491400,15526812	15398126,15430343,15446658,15472091,15491400,15524445,15524790,15571733	NM_052929,NM_024329,NM_007272,NM_033440,NM_015849,NM_001229/NM_001278054/NR_102733/NR_102732,NM_032996,NM_001287811/NM_015291/NR_109898	1,7,7,7,7,7,7,9	8	49.4653806636,100.0,100.0,100.0,100.0,100.0,100.0,4.49233098106	36.3428710581,9.95933276513,4.00194813101,7.48277121636,7.45160112018,16.0939973213,16.2620236211,0.982832095458
1	15579479	15581895	15571698	15585110	NM_024758	3	1	18.0137190576	100.0
1	15586647	15587117	-	-	-	-	0	0	0
1	15594076	15611927	-	-	-	-	0	0	0
1	15618162	15620550	15617457	15661057	NM_032341	3	1	5.47706422018	100.0
