chr	NVR_start	NVR_stop	Overlapping_Gene_Start	Overlapping_Gene_Stop	Overlapping_GeneID	Overlap_Type	Number_of_Overlapping_Genes	Percentage_of_Gene_Overlapping_NVR	Percentage_of_NVR_Overlapping_Gene
1	18897512	18916276	18871429,18904279	18902799,18956332	NM_003748/NM_170726/NM_001319218,NM_001136265	1,9	2	16.8563322814,23.0491412764	28.1816243871,63.9415902793
1	19142429	19143216	19074505	19210252	NM_020765	3	1	0.580487373663	100.127064803
1	19143218	19150678	19074505	19210252	NM_020765	3	1	5.49621357221	100.013404826
1	19153386	19216436	19074505,19215663	19210252,19251559	NM_020765,NM_001271429/NM_001271428/NM_001271427/NM_015047	1,9	2	41.8915932463,2.1561690392	90.1934972244,1.22759714512
1	19253476	19266486	19251580,19265981	19260128,19274074	NM_016183,NR_040289/NR_040288	1,9	2	77.8219674816,6.25154435384	51.1375864719,3.88931591084
1	19288034	19298535	19282562,19293246	19288786,19295736	NM_012067,NR_037847	1,7	2	12.0963855422,100.0	7.17074564327,23.7215503285
1	19299713	19305988	19302707	19312146	NM_003689	9	1	34.7669491525	52.3027888446
1	19309382	19320228	19302707,19312245,19312245	19312146,19329300,19332428	NM_003689,NM_001287531/NM_017765/NM_001040126/NM_001040125,NR_109848	1,9,9	3	29.2902542373,46.8105065666,39.556084027	25.4932694081,73.6123916651,73.6123916651
1	19322454	19324105	19312245,19312245	19329300,19332428	NM_001287531/NM_017765/NM_001040126/NM_001040125,NR_109848	3,3	2	9.68574108818,8.18470075307	100.060569352,100.060569352
1	19361939	19393539	19338772,19338772,19374174	19484707,19485641,19485641	NM_001282162,NM_004930/NM_001206541/NM_001206540,NM_001313932	3,3,9	3	21.6540127179,21.5163069381,17.3735960096	100.003164557,100.003164557,61.2848101266
1	19713295	19720718	19682212	19799917	NM_181719	3	1	6.30724007272	100.013471642
1	19726015	19763982	19682212	19799917	NM_181719	3	1	32.2566394236	100.002633866
1	19890368	19910237	19882394	19912944	NM_015207	3	1	65.0387876011	100.005032966
1	19924307	19930589	-	-	-	-	0	0	0
1	19930609	19931288	-	-	-	-	0	0	0
1	19945206	19959943	-	-	-	-	0	0	0
1	19962178	19979393	19975430,19975430	19980439,19979659	NM_001161728/NM_000300/NM_001161727,NM_001161729	9,9	2	79.121756487,93.7115839243	23.0264304386,23.0264304386
1	20793519	20816055	20806291,20806291	21176888,21111383	NM_001198802/NM_001198801,NM_003760	9,9	2	2.63493057167,3.20066340427	43.3306709265,43.3306709265
1	20816499	20857162	20806291,20806291	21176888,21111383	NM_001198802/NM_001198801,NM_003760	3,3	2	10.9725362792,13.3283949484	100.002459238,100.002459238
1	20857164	20919865	20806291,20806291	21176888,21111383	NM_001198802/NM_001198801,NM_003760	3,3	2	16.9191414956,20.5517661828	100.001594871,100.001594871
1	20920028	20970060	20806291,20806291,20941244	21176888,21111383,21174758	NM_001198802/NM_001198801,NM_003760,NM_001198803	3,3,9	3	13.5006125235,16.3992618644,12.3405348693	100.001998721,100.001998721,57.5971378318
1	20971739	20972869	20806291,20941244,20806291	21176888,21174758,21111383	NM_001198802/NM_001198801,NM_001198803,NM_003760	3,3,3	3	0.305182434876,0.484337194613,0.370706636993	100.088495575,100.088495575,100.088495575
1	21067725	21072776	20806291,20941244,20806291	21176888,21174758,21111383	NM_001198802/NM_001198801,NM_001198803,NM_003760	3,3,3	3	1.36320217594,2.16345845021,1.65588853235	100.01979806,100.01979806,100.01979806
1	21259852	21300824	21217246,21217246,21217246,21217246,21293289	21279690,21290273,21290489,21345541,21299869	NM_001113347,NM_001113349,NM_001397,NM_001113348,NR_038404	1,1,1,3,7	5	31.770357915,41.657994194,41.8300475124,31.936303548,100.0	48.4208727912,74.2507078004,74.7778971005,100.002440691,16.0621888119
1	21301244	21330668	21217246	21345541	NM_001113348	3	1	22.9352434994	100.003398586
1	21330747	21332334	21217246	21345541	NM_001113348	3	1	1.23776267382	100.063011972
1	21332956	21358478	21217246	21345541	NM_001113348	1	1	9.81012658228	49.3143170598
1	21360822	21363897	-	-	-	-	0	0	0
1	21364625	21365391	-	-	-	-	0	0	0
1	22125014	22125351	22117304	22143026	NM_030761	3	1	1.31399914473	100.296735905
1	22186355	22199224	-	-	-	-	0	0	0
1	22200662	22212741	-	-	-	-	0	0	0
1	22479400	22488863	22451850	22531157	NM_001083621/NM_014870	3	1	11.9332223735	100.010567473
1	22489537	22506014	22451850	22531157	NM_001083621/NM_014870	3	1	20.7772229788	100.006069066
1	22936918	22949969	-	-	-	-	0	0	0
1	22950900	22984896	22953042	22965430	NM_001289974	7	1	100.0	36.4425226497
1	23012481	23045672	23010833,23044304,23019447	23015850,23044372,23083691	NM_001242521,NR_036057,NM_015013/NM_001009999	1,7,9	3	67.1582303707,100.0,40.8218538408	10.1533548251,0.207887680395,79.0153957398
1	23045682	23077875	23019447,23057857	23083691,23057934	NM_015013/NM_001009999,NR_039614	3,7	2	50.1112927076,100.0	100.003106265,0.2422886963
1	23096554	23107551	23084022	23168858	NM_033631/NM_001142546	3	1	12.9636832986	100.009093389
1	23111024	23118238	23084022	23168858	NM_033631/NM_001142546	3	1	8.50454400792	100.013861935
1	23122681	23132910	23084022	23168858	NM_033631/NM_001142546	3	1	12.0584179073	100.009776127
1	23290079	23350627	23304689	23344364	NM_005826/NM_001102399/NM_001102398/NM_001102397/NM_001297620/NM_001297621/NM_001297622	7	1	100.0	65.5281759926
1	23354045	23369658	23359447,23359447,23368970,23369217	23368386,23369864,23371837,23371837	NM_030634,NM_001077195,NR_033690,NR_033691	7,9,9,9	4	100.0,98.0226531004,24.0237099024,16.8637924456	57.2599756613,65.407032601,4.41298917569,2.83097418818
1	23374820	23383981	23380908	23424779	NM_003196	9	1	7.00674690007	33.5552887239
1	23388173	23392096	23380908	23424779	NM_003196	3	1	8.94420131291	100.025490696
1	23392867	23409632	23380908	23424779	NM_003196	3	1	38.2157184537	100.005964808
1	23411374	23441155	23380908,23428562	23424779,23484257	NM_003196,NM_001143778/NM_017707	1,9	2	30.5570751276,22.612036771	45.0152781975,42.2887075652
1	23443262	23455571	23428562	23484257	NM_001143778/NM_017707	3	1	22.1021258259	100.008124137
1	23457471	23472968	23428562	23484257	NM_001143778/NM_017707	3	1	27.8260557311	100.006452862
1	23661872	23670928	-	-	-	-	0	0	0
1	23671232	23676987	-	-	-	-	0	0	0
1	23684990	23701834	23691778	23696426	NM_001199802/NM_000975	7	1	100.0	27.6003324626
1	23707264	23714345	-	-	-	-	0	0	0
1	23721626	23764802	23743365,23760381	23762059,23778297	NM_003198,NR_038280	7,9	2	100.0,24.680471061	43.2995182509,10.2418010006
1	23773586	23780247	23760381,23778385	23778297,23788232	NR_038280,NM_020362	1,9	2	26.2990455992,18.91754671	70.7401291097,27.9687734574
1	23781966	23835316	23778385,23801876,23795598,23795598,23795598,23791155	23788232,23825459,23800544,23800804,23799570,23795539	NM_020362,NM_000191/NM_001166059,NM_000403,NM_001008216,NM_001127621,NM_007260	1,7,7,7,7,7	6	63.6372867587,100.0,100.0,100.0,100.0,100.0	11.7469540769,44.206185567,9.27272727273,9.76007497657,7.44704779756,8.21930646673
1	23839836	23845862	23845080	23868369	NM_000147	9	1	3.36195792185	12.9936939927
1	23848613	23848829	23845080	23868369	NM_000147	3	1	0.931730356376	100.462962963
1	23854316	23854603	23845080	23868369	NM_000147	3	1	1.23658222413	100.348432056
1	23867884	23873655	23845080	23868369	NM_000147	1	1	2.08673250322	8.42141743199
1	23874902	23882246	23873969	23913327	NM_001841	3	1	18.6615513606	100.013616558
1	23888395	23889781	23873969	23913327	NM_001841	3	1	3.52397164562	100.072150072
1	23890721	23897089	23873969	23913327	NM_001841	3	1	16.1818135623	100.015703518
1	23897712	23917424	23873969	23913327	NM_001841	1	1	39.6758047715	79.2207792208
1	23917436	23927422	-	-	-	-	0	0	0
1	24036603	24040878	-	-	-	-	0	0	0
1	24042073	24056891	24056040	24112175	NM_152372	9	1	1.51774262505	5.74976380078
1	24056893	24075962	24056040	24112175	NM_152372	3	1	33.9710702579	100.005244113
1	24077747	24081849	24056040	24112175	NM_152372	3	1	7.30903520023	100.024378352
1	24082482	24103657	24056040	24112175	NM_152372	3	1	37.7226735072	100.00472255
1	24103659	24148077	24056040,24119770	24112175,24143285	NM_152372,NM_021258	1,7	2	15.1720820864,100.0	19.1746589221,52.942500788
1	24154079	24165155	24154156	24187275	NM_173065/NM_173064/NM_170743	9	1	33.2125603865	99.3138317082
1	24199732	24211587	24200239	24211690	NR_027087	9	1	99.1005937827	95.7317587516
1	24212669	24213655	-	-	-	-	0	0	0
1	24213657	24229508	-	-	-	-	0	0	0
1	24230298	24231269	-	-	-	-	0	0	0
1	24245591	24253206	-	-	-	-	0	0	0
1	24488653	24495078	-	-	-	-	0	0	0
1	24495080	24513155	24496332,24507593,24502896,24502350	24502360,24537020,24537020,24537020	NR_045409/NR_045408/NR_045407,NM_001251978,NM_001251983/NM_001251977/NM_013441/NM_001251981,NM_001251984/NM_001251979	7,9,9,9	4	100.0,18.9037651217,30.0659340659,31.1672579389	33.3554633472,30.7773167358,56.7634854772,59.7842323651
1	24513627	24523196	24507593,24502896,24502350,24514313	24537020,24537020,24537020,24537020	NM_001251978,NM_001251983/NM_001251977/NM_013441/NM_001251981,NM_001251984/NM_001251979,NM_001251985/NM_001251982/NM_001251980	3,3,3,9	4	32.520048933,28.043956044,27.6023189409,39.1227761141	100.010450413,100.010450413,100.010450413,92.841467238
1	24523198	24568505	24507593,24502896,24502350,24514313,24539273,24556075	24537020,24537020,24537020,24537020,24556024,24609327	NM_001251978,NM_001251983/NM_001251977/NM_013441/NM_001251981,NM_001251984/NM_001251979,NM_001251985/NM_001251982/NM_001251980,NR_109781,NM_001010980	1,1,1,1,7,9	6	46.9722713062,40.506959707,39.8690548297,60.8728201515,100.0,23.3432858243	30.5096342728,30.5096342728,30.5096342728,30.5096342728,36.974418964,27.4372613503
1	24713377	24728660	-	-	-	-	0	0	0
1	24734763	24751453	24745268	24844324	NM_013943	9	1	6.24488930616	37.0641102457
1	24870138	24875329	-	-	-	-	0	0	0
1	24877150	24884487	-	-	-	-	0	0	0
1	24968229	24981180	-	-	-	-	0	0	0
1	25442808	25444022	25430857	25500207	NM_018202/NM_001282564	3	1	1.75195743392	100.082372323
1	25444024	25445919	25430857	25500207	NM_018202/NM_001282564	3	1	2.73391876108	100.052770449
1	25445921	25446168	25430857	25500207	NM_018202/NM_001282564	3	1	0.357601188159	100.4048583
1	25446170	25446232	25430857	25500207	NM_018202/NM_001282564	3	1	0.0908422373145	101.612903226
1	25446234	25448980	25430857	25500207	NM_018202/NM_001282564	3	1	3.96100993497	100.036416606
1	25448982	25508773	25430857	25500207	NM_018202/NM_001282564	1	1	73.8648325186	85.6751016039
1	25509073	25529200	-	-	-	-	0	0	0
1	25529585	25565392	25543584	25568886	NM_015627	9	1	86.1913607082	60.9070852068
1	25565394	25569517	25543584	25568886	NM_015627	1	1	13.8046871912	84.7198641766
1	25569519	25569658	-	-	-	-	0	0	0
1	25569660	25570426	-	-	-	-	0	0	0
1	25570428	25572995	-	-	-	-	0	0	0
1	25572997	25573792	-	-	-	-	0	0	0
1	25581617	25581820	-	-	-	-	0	0	0
1	25581822	25582527	-	-	-	-	0	0	0
1	25583022	25583847	-	-	-	-	0	0	0
1	25583849	25584108	-	-	-	-	0	0	0
1	25584110	25584382	-	-	-	-	0	0	0
1	25584384	25587062	-	-	-	-	0	0	0
1	25587064	25589400	-	-	-	-	0	0	0
1	25589402	25589791	-	-	-	-	0	0	0
1	25589793	25590339	-	-	-	-	0	0	0
1	25590341	25593145	-	-	-	-	0	0	0
1	25593147	25594223	-	-	-	-	0	0	0
1	25594225	25597696	-	-	-	-	0	0	0
1	25597698	25598425	-	-	-	-	0	0	0
1	25598427	25602720	-	-	-	-	0	0	0
1	25607669	25633201	25617467	25786207	NM_020379/NM_001289010	9	1	9.32494177467	61.6285445715
1	25635828	25664261	25617467	25786207	NM_020379/NM_001289010	3	1	16.8506764805	100.00351704
1	25664294	25715073	25617467	25786207	NM_020379/NM_001289010	3	1	30.0934568362	100.001969318
1	25715873	25726410	25617467	25786207	NM_020379/NM_001289010	3	1	6.24507381134	100.009490367
1	26106137	26121909	26111164,26111776	26125548,26125548	NM_001243532,NM_152835/NM_001243533	9,9	2	74.7028154327,73.578741015	68.1334009637,64.2531067715
1	26219161	26257842	26225319,26234152	26229840,26279038	NR_110698,NM_022778/NM_001281517	7,9	2	100.0,52.779201105	11.690494041,61.247123911
1	26257844	26282146	26234152,26269282,26279721	26279038,26279038,26281522	NM_022778/NM_001281517,NM_001281518,NM_031286	1,7,7	3	47.2185710785,100.0,100.0	87.2150440293,40.1489589334,7.41502756975
1	26282586	26312719	26282281,26282281	26306704,26318265	NM_183008/NM_001077262,NM_145345	1,3	2	98.7512283,83.7404474086	80.0418146218,100.003318621
1	26316699	26334742	26282281,26317919,26321858	26318265,26320523,26354130	NM_145345,NM_001803,NM_001039775	1,7,9	3	4.35459219119,100.0,39.9250147182	8.684808513,14.4377320845,71.4127362412
1	26335298	26344349	26321858	26354130	NM_001039775	3	1	28.0482136771	100.011048503
1	26345590	26352549	26321858	26354130	NM_001039775	3	1	21.5660149351	100.014369881
1	26370136	26377838	26361633	26372794	NM_001114759/NM_173574/NM_001307925	1	1	23.8218957176	34.5235003895
1	26420322	26426338	26410767	26429728	NM_024674	3	1	31.7318848223	100.01662234
1	26429438	26452484	26410767,26432281	26429728,26471304	NM_024674,NM_024887/NM_001243565/NM_001243564/NM_205861	1,9	2	1.53464824386,51.7732677327	1.26269200729,87.6681419769
1	26456065	26470613	26432281,26462756	26471304,26467537	NM_024887/NM_001243565/NM_001243564/NM_205861,NR_125952/NR_125953	3,7	2	37.2821853219,100.0	100.006873797,32.8704976629
1	26477281	26479191	-	-	-	-	0	0	0
1	26706210	26714968	26696030	26782110	NM_006015/NM_139135	3	1	10.1753000081	100.011418132
1	27211308	27213208	-	-	-	-	0	0	0
1	27282028	27284254	27234515	27308633	NM_015023/NM_001276252	3	1	3.0046276933	100.04492363
1	27685344	27685953	-	-	-	-	0	0	0
1	27688053	27705278	-	-	-	-	0	0	0
1	27705280	27709768	-	-	-	-	0	0	0
1	27712436	27767618	27725978	27762912	NM_001143912/NM_001143913/NM_152660/NM_001143915/NM_001143914	7	1	100.0	66.9330578812
1	27769528	27780674	27773182	27824452	NM_177424	9	1	14.6144994246	67.2259106406
1	27783937	27817459	27773182	27824452	NM_177424	3	1	65.3839402391	100.002983116
1	27935476	27959202	27934954,27934954	27956480,27959157	NM_001009568,NM_014474/NM_001304579	1,1	2	97.5751381985,97.8433316807	88.5315687432,99.8145494394
1	27961870	27967309	27959461	27968096	NM_018053	3	1	62.9921259843	100.018385733
1	27968424	28001273	27977272,27970343,27988472	28088637,28088637,28088637	NM_001282560,NM_001990/NM_001282562/NM_001282561,NR_104214	9,9,9	3	21.5523588887,26.1473435056,12.7807838987	73.0676732929,94.1611616792,38.9722670401
1	28001722	28002396	27977272,27970343,27988472	28088637,28088637,28088637	NM_001282560,NM_001990/NM_001282562/NM_001282561,NR_104214	3,3,3	3	0.606109584613,0.570607379855,0.673881356947	100.148367953,100.148367953,100.148367953
1	28076586	28095146	27977272,27970343,27988472	28088637,28088637,28088637	NM_001282560,NM_001990/NM_001282562/NM_001282561,NR_104214	1,1,1	3	10.8219743907,10.1880890993,12.0320268355	64.9353448276,64.9353448276,64.9353448276
1	28096378	28119388	-	-	-	-	0	0	0
1	28121861	28131340	-	-	-	-	0	0	0
1	28132024	28145524	-	-	-	-	0	0	0
1	28149344	28149653	28147165,28147165	28193936,28176944	NM_001164722/NM_001164721,NM_001164723/NM_000952	3,3	2	0.662789703241,1.04096709201	100.323624595,100.323624595
1	28151153	28155228	28147165,28147165	28193936,28176944	NM_001164722/NM_001164721,NM_001164723/NM_000952	3,3	2	8.71461558197,13.6870382807	100.024539877,100.024539877
1	28157547	28165700	28147165,28147165	28193936,28176944	NM_001164722/NM_001164721,NM_001164723/NM_000952	3,3	2	17.4335072265,27.3807924782	100.012265424,100.012265424
1	28183456	28187182	28147165	28193936	NM_001164722/NM_001164721	3	1	7.968442658	100.026838433
1	28187184	28208721	28147165,28200278	28193936,28233031	NM_001164722/NM_001164721,NM_014280	1,9	2	14.4381253742,25.7800573976	31.3553419696,39.2069461856
1	28635171	28648637	28603095,28648599	28643092,28648734	NM_005644/NM_001135218,NR_004407	1,9	2	19.8059902995,28.6764705882	58.8296450319,0.289618297936
1	28678235	28682053	28668727	28715603	NM_006582/NM_024482	3	1	8.14685240096	100.026191723
1	28683371	28719315	28668727	28715603	NM_006582/NM_024482	1	1	68.7607995392	89.675606499
1	28719317	28726538	-	-	-	-	0	0	0
1	28755416	28757853	28736939,28736620,28736623	28769775,28769775,28769775	NM_001172828,NM_001173128,NM_016258	3,3,3	3	7.42455157292,7.3531185909,7.35378397128	100.041034058,100.041034058,100.041034058
1	28757855	28764551	28736939,28736620,28736623	28769775,28769775,28769775	NM_001172828,NM_001173128,NM_016258	3,3,3	3	20.3946767366,20.1984557848,20.2002835339	100.014934289,100.014934289,100.014934289
1	28764714	28778845	28736939,28736620,28736623	28769775,28769775,28769775	NM_001172828,NM_001173128,NM_016258	1,1,1	3	15.4155373512,15.267221619,15.268603143	35.8219517373,35.8219517373,35.8219517373
1	28848862	28901068	28812141,28887090	28863696,29120046	NM_000911,NM_001166005/NM_004437/NM_001166007/NM_203343/NM_203342	1,9	2	28.7745364264,6.00067823676	28.4162739915,26.7766157147
1	28901392	28937422	28887090,28914575	29120046,29065221	NM_001166005/NM_004437/NM_001166007/NM_203343/NM_203342,NM_001166006	3,9	2	15.4668028864,15.1665814786	100.002775465,63.4138218152
1	28938627	28977775	28887090,28914575	29120046,29065221	NM_001166005/NM_004437/NM_001166007/NM_203343/NM_203342,NM_001166006	3,3	2	16.8052473203,25.9872416975	100.002554409,100.002554409
1	28983196	29020948	28887090,28914575	29120046,29065221	NM_001166005/NM_004437/NM_001166007/NM_203343/NM_203342,NM_001166006	3,3	2	16.2059950978,25.0605720658	100.002648866,100.002648866
1	29163900	29183976	29147737	29182125	NM_005626	1	1	52.9995056559	90.7850169356
1	29184319	29235484	29192656	29230958	NM_016011/NM_001024732	7	1	100.0	74.8617218802
1	29238880	29245769	29236515	29326813	NM_133177/NM_001195001/NM_005704/NM_133178	3	1	7.63020631458	100.014515895
