chr	NVR_start	NVR_stop	Overlapping_Gene_Start	Overlapping_Gene_Stop	Overlapping_GeneID	Overlap_Type	Number_of_Overlapping_Genes	Percentage_of_Gene_Overlapping_NVR	Percentage_of_NVR_Overlapping_Gene
1	18897512	18916276	18871429,18904279	18902799,18956332	NM_003748/NM_170726/NM_001319218,NM_001136265	1,9	2	16.8536818617,23.0476629589	28.176295033,63.9362609252
1	19142429	19143216	19074505	19210252	NM_020765	3	1	0.579754985377	100.0
1	19143218	19150678	19074505	19210252	NM_020765	3	1	5.49551739633	100.0
1	19153386	19216436	19074505,19215663	19210252,19251559	NM_020765,NM_001271429/NM_001271428/NM_001271427/NM_015047	1,9	2	41.8911651823,2.15344328059	90.1919111816,1.2260111023
1	19253476	19266486	19251580,19265981	19260128,19274074	NM_016183,NR_040289/NR_040288	1,9	2	77.8193729527,6.23996045966	51.1299000769,3.88162951576
1	19288034	19298535	19282562,19293246	19288786,19295736	NM_012067,NR_037847	1,7	2	12.0822622108,100.0	7.16122274069,23.712027426
1	19299713	19305988	19302707	19312146	NM_003689	9	1	34.7600381396	52.2868525896
1	19309382	19320228	19302707,19312245,19312245	19312146,19329300,19332428	NM_003689,NM_001287531/NM_017765/NM_001040126/NM_001040125,NR_109848	1,9,9	3	29.2827630046,46.8073878628,39.5530892335	25.4840494191,73.6031716762,73.6031716762
1	19322454	19324105	19312245,19312245	19329300,19332428	NM_001287531/NM_017765/NM_001040126/NM_001040125,NR_109848	3,3	2	9.68044561712,8.18015161274	100.0,100.0
1	19361939	19393539	19338772,19338772,19374174	19484707,19485641,19485641	NM_001282162,NM_004930/NM_001206541/NM_001206540,NM_001313932	3,3,9	3	21.6534758625,21.5157725592,17.3728547462	100.0,100.0,61.2816455696
1	19713295	19720718	19682212	19799917	NM_181719	3	1	6.30644407629	100.0
1	19726015	19763982	19682212	19799917	NM_181719	3	1	32.2560638885	100.0
1	19890368	19910237	19882394	19912944	NM_015207	3	1	65.0376432079	100.0
1	19924307	19930589	-	-	-	-	0	0	0
1	19930609	19931288	-	-	-	-	0	0	0
1	19945206	19959943	-	-	-	-	0	0	0
1	19962178	19979393	19975430,19975430	19980439,19979659	NM_001161728/NM_000300/NM_001161727,NM_001161729	9,9	2	79.117588341,93.7100969496	23.020621551,23.020621551
1	20793519	20816055	20806291,20806291	21176888,21111383	NM_001198802/NM_001198801,NM_003760	9,9	2	2.63466784674,3.2003461251	43.3262335818,43.3262335818
1	20816499	20857162	20806291,20806291	21176888,21111383	NM_001198802/NM_001198801,NM_003760	3,3	2	10.972296052,13.3281108649	100.0,100.0
1	20857164	20919865	20806291,20806291	21176888,21111383	NM_001198802/NM_001198801,NM_003760	3,3	2	16.9189173145,20.5515057753	100.0,100.0
1	20920028	20970060	20806291,20806291,20941244	21176888,21111383,21174758	NM_001198802/NM_001198801,NM_003760,NM_001198803	3,3,9	3	13.500379118,16.3989878463,12.3401594765	100.0,100.0,57.595139111
1	20971739	20972869	20806291,20806291,20941244	21176888,21111383,21174758	NM_001198802/NM_001198801,NM_003760,NM_001198803	3,3,3	3	0.304913423476,0.370380082074,0.483911028889	100.0,100.0,100.0
1	21067725	21072776	20806291,20806291,20941244	21176888,21111383,21174758	NM_001198802/NM_001198801,NM_003760,NM_001198803	3,3,3	3	1.36293601945,1.65556618987,2.16303947515	100.0,100.0,100.0
1	21259852	21300824	21217246,21217246,21217246,21217246,21293289	21290489,21290273,21345541,21279690,21299869	NM_001397,NM_001113349,NM_001113348,NM_001113347,NR_038404	1,1,3,1,7	5	41.8292533075,41.6571952839,31.9357730231,31.7692652617,100.0	74.7754564093,74.2482671092,100.0,48.4184321,16.0597481207
1	21301244	21330668	21217246	21345541	NM_001113348	3	1	22.9346428154	100.0
1	21330747	21332334	21217246	21345541	NM_001113348	3	1	1.236992868	100.0
1	21332956	21358478	21217246	21345541	NM_001113348	1	1	9.80942359406	49.3103988716
1	21360822	21363897	-	-	-	-	0	0	0
1	21364625	21365391	-	-	-	-	0	0	0
1	22125014	22125351	22117304	22143026	NM_030761	3	1	1.3101625068	100.0
1	22186355	22199224	-	-	-	-	0	0	0
1	22200662	22212741	-	-	-	-	0	0	0
1	22479400	22488863	22451850	22531157	NM_001083621/NM_014870	3	1	11.9321119195	100.0
1	22489537	22506014	22451850	22531157	NM_001083621/NM_014870	3	1	20.7762240408	100.0
1	22936918	22949969	-	-	-	-	0	0	0
1	22950900	22984896	22953042	22965430	NM_001289974	7	1	100.0	36.4395811272
1	23012481	23045672	23010833,23019447,23044304	23015850,23083691,23044372	NM_001242521,NM_015013/NM_001009999,NR_036057	1,9,7	3	67.1516842735,40.8209326941,100.0	10.1503419602,79.0123828749,0.204874815462
1	23045682	23077875	23019447,23057857	23083691,23057934	NM_015013/NM_001009999,NR_039614	3,7	2	50.1105161572,100.0	100.0,0.239182430963
1	23096554	23107551	23084022	23168858	NM_033631/NM_001142546	3	1	12.9626573624	100.0
1	23111024	23118238	23084022	23168858	NM_033631/NM_001142546	3	1	8.50346550993	100.0
1	23122681	23132910	23084022	23168858	NM_033631/NM_001142546	3	1	12.0573813004	100.0
1	23290079	23350627	23304689	23344364	NM_005826/NM_001102399/NM_001102398/NM_001102397/NM_001297620/NM_001297621/NM_001297622	7	1	100.0	65.5265244104
1	23354045	23369658	23359447,23359447,23368970,23369217	23369864,23368386,23371837,23371837	NM_001077195,NM_030634,NR_033690,NR_033691	9,7,9,9	4	98.0224632812,100.0,23.9972096268,16.8320610687	65.4006276821,57.2535707423,4.40658425671,2.8245692692
1	23374820	23383981	23380908	23424779	NM_003196	9	1	7.00462720248	33.5443728851
1	23388173	23392096	23380908	23424779	NM_003196	3	1	8.94212577785	100.0
1	23392867	23409632	23380908	23424779	NM_003196	3	1	38.2143101365	100.0
1	23411374	23441155	23380908,23428562	23424779,23484257	NM_003196,NM_001143778/NM_017707	1,9	2	30.5554922386,22.6106472753	45.0119203519,42.2853497196
1	23443262	23455571	23428562	23484257	NM_001143778/NM_017707	3	1	22.1007271748	100.0
1	23457471	23472968	23428562	23484257	NM_001143778/NM_017707	3	1	27.8247598528	100.0
1	23661872	23670928	-	-	-	-	0	0	0
1	23671232	23676987	-	-	-	-	0	0	0
1	23684990	23701834	23691778	23696426	NM_001199802/NM_000975	7	1	100.0	27.5943956305
1	23707264	23714345	-	-	-	-	0	0	0
1	23721626	23764802	23743365,23760381	23762059,23778297	NM_003198,NR_038280	7,9	2	100.0,24.6762670239	43.2972021493,10.239484899
1	23773586	23780247	23760381,23778385	23778297,23788232	NR_038280,NM_020362	1,9	2	26.2949319044,18.909312481	70.7251163489,27.9537606966
1	23781966	23835316	23778385,23791155,23795598,23795598,23795598,23801876	23788232,23795539,23799570,23800804,23800544,23825459	NM_020362,NM_007260,NM_001127621,NM_001008216,NM_000403,NM_000191/NM_001166059	1,7,7,7,7,7	6	63.633593988,100.0,100.0,100.0,100.0,100.0	11.7450796626,8.21743205248,7.44517338332,9.75820056232,9.27085285848,44.2043111528
1	23839836	23845862	23845080	23868369	NM_000147	9	1	3.3578084074	12.9770992366
1	23848613	23848829	23845080	23868369	NM_000147	3	1	0.927476491047	100.0
1	23854316	23854603	23845080	23868369	NM_000147	3	1	1.23234144875	100.0
1	23867884	23873655	23845080	23868369	NM_000147	1	1	2.08252823221	8.40408941258
1	23874902	23882246	23873969	23913327	NM_001841	3	1	18.6594847299	100.0
1	23888395	23889781	23873969	23913327	NM_001841	3	1	3.52152040246	100.0
1	23890721	23897089	23873969	23913327	NM_001841	3	1	16.179683927	100.0
1	23897712	23917424	23873969	23913327	NM_001841	1	1	39.6742720667	79.2157061688
1	23917436	23927422	-	-	-	-	0	0	0
1	24036603	24040878	-	-	-	-	0	0	0
1	24042073	24056891	24056040	24112175	NM_152372	9	1	1.51598824263	5.74301525172
1	24056893	24075962	24056040	24112175	NM_152372	3	1	33.9698940055	100.0
1	24077747	24081849	24056040	24112175	NM_152372	3	1	7.30738398504	100.0
1	24082482	24103657	24056040	24112175	NM_152372	3	1	37.7215640866	100.0
1	24103659	24148077	24056040,24119770	24112175,24143285	NM_152372,NM_021258	1,7	2	15.170570945,100.0	19.1724075825,52.9402494484
1	24154079	24165155	24154156	24187275	NM_173065/NM_173064/NM_170743	9	1	33.2105437966	99.304803178
1	24199732	24211587	24200239	24211690	NR_027087	9	1	99.1005152388	95.7233234922
1	24212669	24213655	-	-	-	-	0	0	0
1	24213657	24229508	-	-	-	-	0	0	0
1	24230298	24231269	-	-	-	-	0	0	0
1	24245591	24253206	-	-	-	-	0	0	0
1	24488653	24495078	-	-	-	-	0	0	0
1	24495080	24513155	24496332,24502350,24502896,24507593	24502360,24537020,24537020,24537020	NR_045409/NR_045408/NR_045407,NM_001251984/NM_001251979,NM_001251983/NM_001251977/NM_013441/NM_001251981,NM_001251978	7,9,9,9	4	100.0,31.1652725699,30.063884656,18.9010092772	33.3499308437,59.7786998617,56.7579529737,30.7717842324
1	24513627	24523196	24502350,24502896,24507593,24514313	24537020,24537020,24537020,24537020	NM_001251984/NM_001251979,NM_001251983/NM_001251977/NM_013441/NM_001251981,NM_001251978,NM_001251985/NM_001251982/NM_001251980	3,3,3,9	4	27.600230747,28.0418473801,32.5177558025,39.1200951249	100.0,100.0,100.0,92.8310168252
1	24523198	24568505	24502350,24502896,24507593,24514313,24539273,24556075	24537020,24537020,24537020,24537020,24556024,24609327	NM_001251984/NM_001251979,NM_001251983/NM_001251977/NM_013441/NM_001251981,NM_001251978,NM_001251985/NM_001251982/NM_001251980,NR_109781,NM_001010980	1,1,1,1,7,9	6	39.86732045,40.5052162701,46.9704692969,60.8710970185,100.0,23.3418463156	30.5074271084,30.5074271084,30.5074271084,30.5074271084,36.9722117995,27.4350541859
1	24713377	24728660	-	-	-	-	0	0	0
1	24734763	24751453	24745268	24844324	NM_013943	9	1	6.24394282022	37.0581186339
1	24870138	24875329	-	-	-	-	0	0	0
1	24877150	24884487	-	-	-	-	0	0	0
1	24968229	24981180	-	-	-	-	0	0	0
1	25442808	25444022	25430857	25500207	NM_018202/NM_001282564	3	1	1.7505407354	100.0
1	25444024	25445919	25430857	25500207	NM_018202/NM_001282564	3	1	2.73251622206	100.0
1	25445921	25446168	25430857	25500207	NM_018202/NM_001282564	3	1	0.356164383562	100.0
1	25446170	25446232	25430857	25500207	NM_018202/NM_001282564	3	1	0.0894015861572	100.0
1	25446234	25448980	25430857	25500207	NM_018202/NM_001282564	3	1	3.95962509012	100.0
1	25448982	25508773	25430857	25500207	NM_018202/NM_001282564	1	1	73.8644556597	85.6734291114
1	25509073	25529200	-	-	-	-	0	0	0
1	25529585	25565392	25543584	25568886	NM_015627	9	1	86.1908149553	60.9042924568
1	25565394	25569517	25543584	25568886	NM_015627	1	1	13.8012805312	84.6956099927
1	25569519	25569658	-	-	-	-	0	0	0
1	25569660	25570426	-	-	-	-	0	0	0
1	25570428	25572995	-	-	-	-	0	0	0
1	25572997	25573792	-	-	-	-	0	0	0
1	25581617	25581820	-	-	-	-	0	0	0
1	25581822	25582527	-	-	-	-	0	0	0
1	25583022	25583847	-	-	-	-	0	0	0
1	25583849	25584108	-	-	-	-	0	0	0
1	25584110	25584382	-	-	-	-	0	0	0
1	25584384	25587062	-	-	-	-	0	0	0
1	25587064	25589400	-	-	-	-	0	0	0
1	25589402	25589791	-	-	-	-	0	0	0
1	25589793	25590339	-	-	-	-	0	0	0
1	25590341	25593145	-	-	-	-	0	0	0
1	25593147	25594223	-	-	-	-	0	0	0
1	25594225	25597696	-	-	-	-	0	0	0
1	25597698	25598425	-	-	-	-	0	0	0
1	25598427	25602720	-	-	-	-	0	0	0
1	25607669	25633201	25617467	25786207	NM_020379/NM_001289010	9	1	9.32440440915	61.6246279179
1	25635828	25664261	25617467	25786207	NM_020379/NM_001289010	3	1	16.8501837146	100.0
1	25664294	25715073	25617467	25786207	NM_020379/NM_001289010	3	1	30.0930425507	100.0
1	25715873	25726410	25617467	25786207	NM_020379/NM_001289010	3	1	6.24451819367	100.0
1	26106137	26121909	26111164,26111776	26125548,26125548	NM_001243532,NM_152835/NM_001243533	9,9	2	74.7010567297,73.5768225385	68.1270606137,64.2467664215
1	26219161	26257842	26225319,26234152	26229840,26279038	NR_110698,NM_022778/NM_001281517	7,9	2	100.0,52.7781490888	11.6879087924,61.2445386624
1	26257844	26282146	26234152,26269282,26279721	26279038,26279038,26281522	NM_022778/NM_001281517,NM_001281518,NM_031286	1,7,7	3	47.2173951789,100.0,100.0	87.2109291416,40.1448440458,7.41091268208
1	26282586	26312719	26282281,26282281	26318265,26306704	NM_145345,NM_183008/NM_001077262	3,1	2	83.7399955536,98.7511771691	100.0,80.0384960011
1	26316699	26334742	26282281,26317919,26321858	26318265,26320523,26354130	NM_145345,NM_001803,NM_001039775	1,7,9	3	4.35193419297,100.0,39.9231531978	8.67926619742,14.4321897689,71.4071939256
1	26335298	26344349	26321858	26354130	NM_001039775	3	1	28.0459841349	100.0
1	26345590	26352549	26321858	26354130	NM_001039775	3	1	21.5635845315	100.0
1	26370136	26377838	26361633	26372794	NM_001114759/NM_173574/NM_001307925	1	1	23.8150703342	34.5105167489
1	26420322	26426338	26410767	26429728	NM_024674	3	1	31.7282843732	100.0
1	26429438	26452484	26410767,26432281	26429728,26471304	NM_024674,NM_024887/NM_001243565/NM_001243564/NM_205861	1,9	2	1.52945519751,51.7720318786	1.2583528595,87.6638028291
1	26456065	26470613	26432281,26462756	26471304,26467537	NM_024887/NM_001243565/NM_001243564/NM_205861,NR_125952/NR_125953	3,7	2	37.2805781206,100.0	100.0,32.8636238658
1	26477281	26479191	-	-	-	-	0	0	0
1	26706210	26714968	26696030	26782110	NM_006015/NM_139135	3	1	10.1742565056	100.0
1	27211308	27213208	-	-	-	-	0	0	0
1	27282028	27284254	27234515	27308633	NM_015023/NM_001276252	3	1	3.00331903181	100.0
1	27685344	27685953	-	-	-	-	0	0	0
1	27688053	27705278	-	-	-	-	0	0	0
1	27705280	27709768	-	-	-	-	0	0	0
1	27712436	27767618	27725978	27762912	NM_001143912/NM_001143913/NM_152660/NM_001143915/NM_001143914	7	1	100.0	66.9312456961
1	27769528	27780674	27773182	27824452	NM_177424	9	1	14.612834016	67.2169388121
1	27783937	27817459	27773182	27824452	NM_177424	3	1	65.3832650673	100.0
1	27935476	27959202	27934954,27934954	27959157,27956480	NM_014474/NM_001304579,NM_001009568	1,1	2	97.8432425732,97.5750255505	99.810334654,88.5273539577
1	27961870	27967309	27959461	27968096	NM_018053	3	1	62.9878401853	100.0
1	27968424	28001273	27970343,27977272,27988472	28088637,28088637,28088637	NM_001990/NM_001282562/NM_001282561,NM_001282560,NR_104214	9,9,9	3	26.1467191912,21.5516544695,12.7799131433	94.1581174465,73.0646290602,38.9692228074
1	28001722	28002396	27970343,27977272,27988472	28088637,28088637,28088637	NM_001990/NM_001282562/NM_001282561,NM_001282560,NR_104214	3,3,3	3	0.56976685208,0.605217078975,0.672889731942	100.0,100.0,100.0
1	28076586	28095146	27970343,27977272,27988472	28088637,28088637,28088637	NM_001990/NM_001282562/NM_001282561,NM_001282560,NR_104214	1,1,1	3	10.187329873,10.8211736183,12.0311486048	64.9299568966,64.9299568966,64.9299568966
1	28096378	28119388	-	-	-	-	0	0	0
1	28121861	28131340	-	-	-	-	0	0	0
1	28132024	28145524	-	-	-	-	0	0	0
1	28149344	28149653	28147165,28147165	28193936,28176944	NM_001164722/NM_001164721,NM_001164723/NM_000952	3,3	2	0.660665797182,1.0376439773	100.0,100.0
1	28151153	28155228	28147165,28147165	28193936,28176944	NM_001164722/NM_001164721,NM_001164723/NM_000952	3,3	2	8.71266383015,13.6841398301	100.0,100.0
1	28157547	28165700	28147165,28147165	28193936,28176944	NM_001164722/NM_001164721,NM_001164723/NM_000952	3,3	2	17.4317418913,27.3783538735	100.0,100.0
1	28183456	28187182	28147165	28193936	NM_001164722/NM_001164721	3	1	7.96647495243	100.0
1	28187184	28208721	28147165,28200278	28193936,28233031	NM_001164722/NM_001164721,NM_014280	1,9	2	14.4362959954,25.7777913474	31.3506987974,39.2023030134
1	28635171	28648637	28603095,28648599	28643092,28648734	NM_005644/NM_001135218,NR_004407	1,9	2	19.8039852989,28.1481481481	58.8222189217,0.282192187732
1	28678235	28682053	28668727	28715603	NM_006582/NM_024482	3	1	8.14489290895	100.0
1	28683371	28719315	28668727	28715603	NM_006582/NM_024482	1	1	68.7601331172	89.6728243935
1	28719317	28726538	-	-	-	-	0	0	0
1	28755416	28757853	28736620,28736623,28736939	28769775,28769775,28769775	NM_001173128,NM_016258,NM_001172828	3,3,3	3	7.35032423466,7.35098938224,7.4217322451	100.0,100.0,100.0
1	28757855	28764551	28736620,28736623,28736939	28769775,28769775,28769775	NM_001173128,NM_016258,NM_001172828	3,3,3	3	20.1960488614,20.1978764479,20.3922524059	100.0,100.0,100.0
1	28764714	28778845	28736620,28736623,28736939	28769775,28769775,28769775	NM_001173128,NM_016258,NM_001172828	1,1,1	3	15.2646659629,15.2660472973,15.4129613838	35.8148750973,35.8148750973,35.8148750973
1	28848862	28901068	28812141,28887090	28863696,29120046	NM_000911,NM_001166005/NM_004437/NM_001166007/NM_203343/NM_203342	1,9	2	28.7731548831,6.00027472999	28.4143585029,26.774700226
1	28901392	28937422	28887090,28914575	29120046,29065221	NM_001166005/NM_004437/NM_001166007/NM_203343/NM_203342,NM_001166006	3,9	2	15.4664400144,15.1660183476	100.0,63.4110463503
1	28938627	28977775	28887090,28914575	29120046,29065221	NM_001166005/NM_004437/NM_001166007/NM_203343/NM_203342,NM_001166006	3,3	2	16.8048901939,25.986750395	100.0,100.0
1	28983196	29020948	28887090,28914575	29120046,29065221	NM_001166005/NM_004437/NM_001166007/NM_203343/NM_203342,NM_001166006	3,3	2	16.205635399,25.060074612	100.0,100.0
1	29163900	29183976	29147737	29182125	NM_005626	1	1	52.9981388857	90.7800358637
1	29184319	29235484	29192656	29230958	NM_016011/NM_001024732	7	1	100.0	74.8597674191
1	29238880	29245769	29236515	29326813	NM_133177/NM_001195001/NM_005704/NM_133178	3	1	7.62918337062	100.0
1	29433790	29446527	-	-	-	-	0	0	0
1	29457244	29505515	-	-	-	-	0	0	0
1	29505517	29508198	-	-	-	-	0	0	0
1	29508200	29508870	-	-	-	-	0	0	0
1	29541382	29551450	-	-	-	-	0	0	0
1	30799205	30802469	-	-	-	-	0	0	0
1	30808737	30813468	-	-	-	-	0	0	0
1	30813470	30843411	-	-	-	-	0	0	0
1	30844481	30863120	-	-	-	-	0	0	0
